creature_id	species_name	base_form	primary_trait	secondary_trait	biome	danger_band	ecology_role	candidate_draws	selection_score	generation_law	visual_spec	visual_status
WR03417	Ashajoracairnavel3417	willow crab	horrific	beautiful	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-horrific-neith edge	procedural_visual_spec_v1
WR03418	Aeranoraen3418	stonefin bird	diamond-scarred	glyph-touched	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-diamond-scarred-willow-stone county	procedural_visual_spec_v1
WR03419	Ashajoracairnel3419	thorn whale	verdant	sanitized	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-verdant-last open gate	procedural_visual_spec_v1
WR03420	Aeranoramarashiel3420	ash otter	beautiful	gross	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-beautiful-diamond breakland	procedural_visual_spec_v1
WR03421	Aerfiraamarbellaria3421	ribbon serpent	glyph-touched	resonant	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-glyph-touched-black-heart ridge	procedural_visual_spec_v1
WR03422	Caelcoriaendardria3422	mirror lynx	sanitized	chaotic	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-sanitized-ash river	procedural_visual_spec_v1
WR03423	Aerdaleniankelaniel3423	fern mantis	gross	weird	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-gross-morrow market	procedural_visual_spec_v1
WR03424	Aeranoraen3424	marrow crane	resonant	unbrictionable	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-resonant-root vale	procedural_visual_spec_v1
WR03425	Aerfiraevaradion3425	quartz ram	chaotic	elegant	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-chaotic-ripper tunnel	procedural_visual_spec_v1
WR03426	Ashaavelquartzael3426	song beetle	weird	cello-woken	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-weird-cello field	procedural_visual_spec_v1
WR03427	Ashaelionanoriven3427	moth-deer	unbrictionable	unibreccianated	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-unbrictionable-blue-light road	procedural_visual_spec_v1
WR03428	Aeranorcoriaaelel3428	root hound	elegant	horrific	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-elegant-xeth glyph yard	procedural_visual_spec_v1
WR03429	Aeranoriankelanaen3429	glass heron	cello-woken	diamond-scarred	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-cello-woken-stone fen	procedural_visual_spec_v1
WR03430	Aerdalenavel3430	basalt hare	unibreccianated	verdant	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-unibreccianated-pocket sanctuary	procedural_visual_spec_v1
WR03431	Brenhalorglassaria3431	orchard eel	horrific	beautiful	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-horrific-glass orchard	procedural_visual_spec_v1
WR03432	Ashaavelanoraen3432	lantern fox	diamond-scarred	glyph-touched	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-diamond-scarred-neith edge	procedural_visual_spec_v1
WR03433	Brenendarcairnion3433	cinder elk	verdant	sanitized	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-verdant-willow-stone county	procedural_visual_spec_v1
WR03434	Ashagalenanorael3434	moss bear	beautiful	gross	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-beautiful-last open gate	procedural_visual_spec_v1
WR03435	Aeranorluthivyiel3435	willow crab	glyph-touched	resonant	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-glyph-touched-diamond breakland	procedural_visual_spec_v1
WR03436	Aerindraianlarkel3436	stonefin bird	sanitized	chaotic	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-sanitized-black-heart ridge	procedural_visual_spec_v1
WR03437	Aerfiraluthlarkarel3437	thorn whale	gross	weird	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-gross-ash river	procedural_visual_spec_v1
WR03438	Ashaavelcairnion3438	ash otter	resonant	unbrictionable	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-resonant-morrow market	procedural_visual_spec_v1
WR03439	Aeranormarrowiel3439	ribbon serpent	chaotic	elegant	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-chaotic-root vale	procedural_visual_spec_v1
WR03440	Aeranoravel3440	mirror lynx	weird	cello-woken	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-weird-ripper tunnel	procedural_visual_spec_v1
WR03441	Aeranoriancrowndion3441	fern mantis	unbrictionable	unibreccianated	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-unbrictionable-cello field	procedural_visual_spec_v1
WR03442	Ashaelionforgeen3442	marrow crane	elegant	horrific	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-elegant-blue-light road	procedural_visual_spec_v1
WR03443	Aerfirabellavel3443	quartz ram	cello-woken	diamond-scarred	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-cello-woken-xeth glyph yard	procedural_visual_spec_v1
WR03444	Aeranorluthivyaen3444	song beetle	unibreccianated	verdant	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-unibreccianated-stone fen	procedural_visual_spec_v1
WR03445	Aerdaleniandion3445	moth-deer	horrific	beautiful	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-horrific-pocket sanctuary	procedural_visual_spec_v1
WR03446	Aerfirariveriel3446	root hound	diamond-scarred	glyph-touched	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-diamond-scarred-glass orchard	procedural_visual_spec_v1
WR03447	Aerfiraluthriveren3447	glass heron	verdant	sanitized	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-verdant-neith edge	procedural_visual_spec_v1
WR03448	Aerdalenaen3448	basalt hare	beautiful	gross	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-beautiful-willow-stone county	procedural_visual_spec_v1
WR03449	Aeranorluthglassiel3449	orchard eel	glyph-touched	resonant	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-glyph-touched-last open gate	procedural_visual_spec_v1
WR03450	Ashagalenriverion3450	lantern fox	sanitized	chaotic	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-sanitized-diamond breakland	procedural_visual_spec_v1
WR03451	Aerindraianbrookion3451	cinder elk	gross	weird	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-gross-black-heart ridge	procedural_visual_spec_v1
WR03452	Aermaeloraen3452	moss bear	resonant	unbrictionable	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-resonant-ash river	procedural_visual_spec_v1
WR03453	Aeranorcairndria3453	willow crab	chaotic	elegant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-chaotic-morrow market	procedural_visual_spec_v1
WR03454	Aermaelorcoriaelle3454	stonefin bird	weird	cello-woken	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-weird-root vale	procedural_visual_spec_v1
WR03455	Aeranorevaraelle3455	thorn whale	unbrictionable	unibreccianated	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-unbrictionable-ripper tunnel	procedural_visual_spec_v1
WR03456	Ashaavelanorevaraen3456	ash otter	elegant	horrific	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-elegant-cello field	procedural_visual_spec_v1
WR03457	Aeranorbellael3457	ribbon serpent	cello-woken	diamond-scarred	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-cello-woken-blue-light road	procedural_visual_spec_v1
WR03458	Ashanarabrookelle3458	mirror lynx	unibreccianated	verdant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-unibreccianated-xeth glyph yard	procedural_visual_spec_v1
WR03459	Aeranoramarkelanaen3459	fern mantis	horrific	beautiful	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-horrific-stone fen	procedural_visual_spec_v1
WR03460	Aeranoriankelaniven3460	marrow crane	diamond-scarred	glyph-touched	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-diamond-scarred-pocket sanctuary	procedural_visual_spec_v1
WR03461	Caelevarabrinarel3461	quartz ram	verdant	sanitized	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-verdant-glass orchard	procedural_visual_spec_v1
WR03462	Ashaavelael3462	song beetle	beautiful	gross	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-beautiful-neith edge	procedural_visual_spec_v1
WR03463	Aerfiracinderdion3463	moth-deer	glyph-touched	resonant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-glyph-touched-willow-stone county	procedural_visual_spec_v1
WR03464	Aerindrahollowdria3464	root hound	sanitized	chaotic	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-sanitized-last open gate	procedural_visual_spec_v1
WR03465	Aermaelorforgedria3465	glass heron	gross	weird	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-gross-diamond breakland	procedural_visual_spec_v1
WR03466	Aerindraamaraelaria3466	basalt hare	resonant	unbrictionable	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-resonant-black-heart ridge	procedural_visual_spec_v1
WR03467	Erengalenaria3467	orchard eel	chaotic	elegant	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-chaotic-ash river	procedural_visual_spec_v1
WR03468	Aeranorluthlarkelle3468	lantern fox	weird	cello-woken	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-weird-morrow market	procedural_visual_spec_v1
WR03469	Caelianbriniven3469	cinder elk	unbrictionable	unibreccianated	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-unbrictionable-root vale	procedural_visual_spec_v1
WR03470	Ashajoraglassavel3470	moss bear	elegant	horrific	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-elegant-ripper tunnel	procedural_visual_spec_v1
WR03471	Ashaavelmirearia3471	willow crab	cello-woken	diamond-scarred	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-cello-woken-cello field	procedural_visual_spec_v1
WR03472	Aeranormarrowaria3472	stonefin bird	unibreccianated	verdant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-unibreccianated-blue-light road	procedural_visual_spec_v1
WR03473	Aerindraianbellael3473	thorn whale	horrific	beautiful	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-horrific-xeth glyph yard	procedural_visual_spec_v1
WR03474	Ashaelionmossiven3474	ash otter	diamond-scarred	glyph-touched	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-diamond-scarred-stone fen	procedural_visual_spec_v1
WR03475	Brenaelfenel3475	ribbon serpent	verdant	sanitized	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-verdant-pocket sanctuary	procedural_visual_spec_v1
WR03476	Aerindraamardion3476	mirror lynx	beautiful	gross	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-beautiful-glass orchard	procedural_visual_spec_v1
WR03477	Aerindraamarfenen3477	fern mantis	glyph-touched	resonant	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-glyph-touched-neith edge	procedural_visual_spec_v1
WR03478	Brenaelnaralarkavel3478	marrow crane	sanitized	chaotic	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-sanitized-willow-stone county	procedural_visual_spec_v1
WR03479	Ashaavelanorluthen3479	quartz ram	gross	weird	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-gross-last open gate	procedural_visual_spec_v1
WR03480	Ashanaraorchardael3480	song beetle	resonant	unbrictionable	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-resonant-diamond breakland	procedural_visual_spec_v1
WR03481	Ashaavellarkdion3481	moth-deer	chaotic	elegant	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-chaotic-black-heart ridge	procedural_visual_spec_v1
WR03482	Aermaelorfenelle3482	root hound	weird	cello-woken	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-weird-ash river	procedural_visual_spec_v1
WR03483	Aerindraluthashiel3483	glass heron	unbrictionable	unibreccianated	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-unbrictionable-morrow market	procedural_visual_spec_v1
WR03484	Aeranorcoriadion3484	basalt hare	elegant	horrific	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-elegant-root vale	procedural_visual_spec_v1
WR03485	Aerfiraluthmossiven3485	orchard eel	cello-woken	diamond-scarred	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-cello-woken-ripper tunnel	procedural_visual_spec_v1
WR03486	Aerfirabrookiven3486	lantern fox	unibreccianated	verdant	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-unibreccianated-cello field	procedural_visual_spec_v1
WR03487	Aermaeloramaraelaen3487	cinder elk	horrific	beautiful	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-horrific-blue-light road	procedural_visual_spec_v1
WR03488	Aermaelorianmossel3488	moss bear	diamond-scarred	glyph-touched	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-diamond-scarred-xeth glyph yard	procedural_visual_spec_v1
WR03489	Aermaelorcoriaion3489	willow crab	verdant	sanitized	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-verdant-stone fen	procedural_visual_spec_v1
WR03490	Ashaelionorchardaen3490	stonefin bird	beautiful	gross	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-beautiful-pocket sanctuary	procedural_visual_spec_v1
WR03491	Ashagalengroveavel3491	thorn whale	glyph-touched	resonant	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-glyph-touched-glass orchard	procedural_visual_spec_v1
WR03492	Aermaeloraen3492	ash otter	sanitized	chaotic	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-sanitized-neith edge	procedural_visual_spec_v1
WR03493	Brenhalorelionael3493	ribbon serpent	gross	weird	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-gross-willow-stone county	procedural_visual_spec_v1
WR03494	Ashaelionlarkael3494	mirror lynx	resonant	unbrictionable	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-resonant-last open gate	procedural_visual_spec_v1
WR03495	Aeranorluthmiredion3495	fern mantis	chaotic	elegant	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-chaotic-diamond breakland	procedural_visual_spec_v1
WR03496	Aerdalenevaraaelel3496	marrow crane	weird	cello-woken	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-weird-black-heart ridge	procedural_visual_spec_v1
WR03497	Aeranorluthfenen3497	quartz ram	unbrictionable	unibreccianated	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-unbrictionable-ash river	procedural_visual_spec_v1
WR03498	Aerindraluthfenelle3498	song beetle	elegant	horrific	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-elegant-morrow market	procedural_visual_spec_v1
WR03499	Aerindraavel3499	moth-deer	cello-woken	diamond-scarred	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-cello-woken-root vale	procedural_visual_spec_v1
WR03500	Ashanaraanoriandion3500	root hound	unibreccianated	verdant	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-unibreccianated-ripper tunnel	procedural_visual_spec_v1
WR03501	Ashagalenbellaria3501	glass heron	horrific	beautiful	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-horrific-cello field	procedural_visual_spec_v1
WR03502	Ashaelionmaelorarel3502	basalt hare	diamond-scarred	glyph-touched	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-diamond-scarred-blue-light road	procedural_visual_spec_v1
WR03503	Aerindracairnavel3503	orchard eel	verdant	sanitized	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-verdant-xeth glyph yard	procedural_visual_spec_v1
WR03504	Ashajoraindraashel3504	lantern fox	beautiful	gross	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-beautiful-stone fen	procedural_visual_spec_v1
WR03505	Aerfiraevaralarken3505	cinder elk	glyph-touched	resonant	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-glyph-touched-pocket sanctuary	procedural_visual_spec_v1
WR03506	Aerfiraianmossdria3506	moss bear	sanitized	chaotic	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-sanitized-glass orchard	procedural_visual_spec_v1
WR03507	Aerfiraevarabellen3507	willow crab	gross	weird	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-gross-neith edge	procedural_visual_spec_v1
WR03508	Aerfiraiandion3508	stonefin bird	resonant	unbrictionable	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-resonant-willow-stone county	procedural_visual_spec_v1
WR03509	Aeranormirearel3509	thorn whale	chaotic	elegant	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-chaotic-last open gate	procedural_visual_spec_v1
WR03510	Aerfiracrownen3510	ash otter	weird	cello-woken	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-weird-diamond breakland	procedural_visual_spec_v1
WR03511	Aerfiraluthfenael3511	ribbon serpent	unbrictionable	unibreccianated	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-unbrictionable-black-heart ridge	procedural_visual_spec_v1
WR03512	Aeranorevarafendria3512	mirror lynx	elegant	horrific	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-elegant-ash river	procedural_visual_spec_v1
WR03513	Ashanaraaen3513	fern mantis	cello-woken	diamond-scarred	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-cello-woken-morrow market	procedural_visual_spec_v1
WR03514	Aerfiraamarbriniven3514	marrow crane	unibreccianated	verdant	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-unibreccianated-root vale	procedural_visual_spec_v1
WR03515	Aerfiraamarbrooken3515	quartz ram	horrific	beautiful	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-horrific-ripper tunnel	procedural_visual_spec_v1
WR03516	Aermaelorriveren3516	song beetle	diamond-scarred	glyph-touched	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-diamond-scarred-cello field	procedural_visual_spec_v1
WR03517	Ashaavelmossdria3517	moth-deer	verdant	sanitized	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-verdant-blue-light road	procedural_visual_spec_v1
WR03518	Aerdalenianaelel3518	root hound	beautiful	gross	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-beautiful-xeth glyph yard	procedural_visual_spec_v1
WR03519	Ashaavelmaeloriven3519	glass heron	glyph-touched	resonant	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-glyph-touched-stone fen	procedural_visual_spec_v1
WR03520	Aeranoramarbelliven3520	basalt hare	sanitized	chaotic	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-sanitized-pocket sanctuary	procedural_visual_spec_v1
WR03521	Aerfiraamarforgeen3521	orchard eel	gross	weird	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-gross-glass orchard	procedural_visual_spec_v1
WR03522	Ashajoraashavel3522	lantern fox	resonant	unbrictionable	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-resonant-neith edge	procedural_visual_spec_v1
WR03523	Aerfiraamarelle3523	cinder elk	chaotic	elegant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-chaotic-willow-stone county	procedural_visual_spec_v1
WR03524	Ashaavelfiraianarel3524	moss bear	weird	cello-woken	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-weird-last open gate	procedural_visual_spec_v1
WR03525	Aeranorael3525	willow crab	unbrictionable	unibreccianated	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-unbrictionable-diamond breakland	procedural_visual_spec_v1
WR03526	Aerdalenluthaelel3526	stonefin bird	elegant	horrific	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-elegant-black-heart ridge	procedural_visual_spec_v1
WR03527	Ashaavelfenavel3527	thorn whale	cello-woken	diamond-scarred	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-cello-woken-ash river	procedural_visual_spec_v1
WR03528	Brenkelanavelaen3528	ash otter	unibreccianated	verdant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-unibreccianated-morrow market	procedural_visual_spec_v1
WR03529	Aerdalenamarbrooken3529	ribbon serpent	horrific	beautiful	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-horrific-root vale	procedural_visual_spec_v1
WR03530	Aerfiraluthashiven3530	mirror lynx	diamond-scarred	glyph-touched	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-diamond-scarred-ripper tunnel	procedural_visual_spec_v1
WR03531	Aerindraael3531	fern mantis	verdant	sanitized	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-verdant-cello field	procedural_visual_spec_v1
WR03532	Ashagalenindraarel3532	marrow crane	beautiful	gross	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-beautiful-blue-light road	procedural_visual_spec_v1
WR03533	Aeranorianorchardel3533	quartz ram	glyph-touched	resonant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-glyph-touched-xeth glyph yard	procedural_visual_spec_v1
WR03534	Ashagalenindradria3534	song beetle	sanitized	chaotic	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-sanitized-stone fen	procedural_visual_spec_v1
WR03535	Aerdalencoriaiel3535	moth-deer	gross	weird	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-gross-pocket sanctuary	procedural_visual_spec_v1
WR03536	Ashagalenhollowavel3536	root hound	resonant	unbrictionable	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-resonant-glass orchard	procedural_visual_spec_v1
WR03537	Aerdalenianiel3537	glass heron	chaotic	elegant	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-chaotic-neith edge	procedural_visual_spec_v1
WR03538	Aerdaleniancrownen3538	basalt hare	weird	cello-woken	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-weird-willow-stone county	procedural_visual_spec_v1
WR03539	Aeranoramarmiredion3539	orchard eel	unbrictionable	unibreccianated	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-unbrictionable-last open gate	procedural_visual_spec_v1
WR03540	Ashaavelmossael3540	lantern fox	elegant	horrific	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-elegant-diamond breakland	procedural_visual_spec_v1
WR03541	Ashaavelanordion3541	cinder elk	cello-woken	diamond-scarred	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-cello-woken-black-heart ridge	procedural_visual_spec_v1
