schedule_serial	character_id	character_name	book_num	character_group_id	group_basis	timeline_phase	assigned_scene_id	event_beat_id	relationship_layer	capacity_mode	target_policy
CTS-4c16be4b68f7	WC04285	Aermaelorriverel4285	B28	CG-3a964f136418	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-84712a60ee47	WC04945	Aerdalenarel4945	B28	CG-3a964f136418	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-f374cdeeae4c	WC04945	Aerdalenarel4945	B28	CG-3a964f136418	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-5a37dd3c3b9c	WC04945	Aerdalenarel4945	B28	CG-3a964f136418	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-7812b519b78a	WC04945	Aerdalenarel4945	B28	CG-3a964f136418	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-0d68058b9863	WC00094	Aerfiraluthdion94	B28	CG-5161f4f39e3b	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-6163bfa3df67	WC00094	Aerfiraluthdion94	B28	CG-5161f4f39e3b	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e0f64aa36206	WC00094	Aerfiraluthdion94	B28	CG-5161f4f39e3b	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-20ff05641be6	WC00094	Aerfiraluthdion94	B28	CG-5161f4f39e3b	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-724d62dc111d	WC00754	Aerindracrowndion754	B28	CG-5161f4f39e3b	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-5b7d1d208972	WC00754	Aerindracrowndion754	B28	CG-5161f4f39e3b	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-36ff58e48919	WC00754	Aerindracrowndion754	B28	CG-5161f4f39e3b	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-4d220a8529b4	WC00754	Aerindracrowndion754	B28	CG-5161f4f39e3b	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-96379ab81219	WC01414	Aerdalenbelldion1414	B28	CG-5161f4f39e3b	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-11f4834e00d2	WC01414	Aerdalenbelldion1414	B28	CG-5161f4f39e3b	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-8ed78d0559f3	WC01414	Aerdalenbelldion1414	B28	CG-5161f4f39e3b	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-76dbe729f737	WC01414	Aerdalenbelldion1414	B28	CG-5161f4f39e3b	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-ab040ac3b2c4	WC02074	Ashagalenivyaen2074	B28	CG-5161f4f39e3b	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-503acc9ba898	WC02074	Ashagalenivyaen2074	B28	CG-5161f4f39e3b	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-bb300dbed713	WC02074	Ashagalenivyaen2074	B28	CG-5161f4f39e3b	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-bd72a82541c6	WC02074	Ashagalenivyaen2074	B28	CG-5161f4f39e3b	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-584ee930f99b	WC02734	Aerfiracrownelle2734	B28	CG-5161f4f39e3b	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3a6e466f38db	WC02734	Aerfiracrownelle2734	B28	CG-5161f4f39e3b	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c0d7ff0ce9f3	WC02734	Aerfiracrownelle2734	B28	CG-5161f4f39e3b	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-f038662b831d	WC02734	Aerfiracrownelle2734	B28	CG-5161f4f39e3b	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e8160499fcf9	WC03394	Aerindraorchardiel3394	B28	CG-5161f4f39e3b	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-03e20292a4b2	WC03394	Aerindraorchardiel3394	B28	CG-5161f4f39e3b	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-f7454a2e4b36	WC03394	Aerindraorchardiel3394	B28	CG-5161f4f39e3b	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-6b1276a5feef	WC03394	Aerindraorchardiel3394	B28	CG-5161f4f39e3b	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-88b4db6f0716	WC04054	Ashaelionmossavel4054	B28	CG-5161f4f39e3b	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-0d501c32c5f3	WC04054	Ashaelionmossavel4054	B28	CG-5161f4f39e3b	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-d8bb46711e21	WC04054	Ashaelionmossavel4054	B28	CG-5161f4f39e3b	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-0f70662555ca	WC04054	Ashaelionmossavel4054	B28	CG-5161f4f39e3b	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c94bfcef8574	WC04714	Aerindraianemberen4714	B28	CG-5161f4f39e3b	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-852df0b39640	WC04714	Aerindraianemberen4714	B28	CG-5161f4f39e3b	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c05011c3aec0	WC04714	Aerindraianemberen4714	B28	CG-5161f4f39e3b	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-15f8c04d42bd	WC04714	Aerindraianemberen4714	B28	CG-5161f4f39e3b	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b7d3794372ef	WC00259	Aerindraevaraiel259	B28	CG-51e9fa35ccab	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-a2ec59049232	WC00259	Aerindraevaraiel259	B28	CG-51e9fa35ccab	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7b9a45387585	WC00259	Aerindraevaraiel259	B28	CG-51e9fa35ccab	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-af4edbc07155	WC00259	Aerindraevaraiel259	B28	CG-51e9fa35ccab	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-128e8a956c36	WC00919	Aermaeloremberdion919	B28	CG-51e9fa35ccab	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9372e6ecab81	WC00919	Aermaeloremberdion919	B28	CG-51e9fa35ccab	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9dd483870e26	WC00919	Aermaeloremberdion919	B28	CG-51e9fa35ccab	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-1d00cbe9883f	WC00919	Aermaeloremberdion919	B28	CG-51e9fa35ccab	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c0abb7285e2d	WC01579	Aeranoramarcrownen1579	B28	CG-51e9fa35ccab	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-d5a4b7a17310	WC01579	Aeranoramarcrownen1579	B28	CG-51e9fa35ccab	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-36ee6863ccea	WC01579	Aeranoramarcrownen1579	B28	CG-51e9fa35ccab	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-cb610393ae54	WC01579	Aeranoramarcrownen1579	B28	CG-51e9fa35ccab	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-cf17e32e5cd2	WC02239	Caelamaraelen2239	B28	CG-51e9fa35ccab	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-86c04e6bb378	WC02239	Caelamaraelen2239	B28	CG-51e9fa35ccab	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7bf19c9ecd89	WC02239	Caelamaraelen2239	B28	CG-51e9fa35ccab	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-d440a6a08197	WC02239	Caelamaraelen2239	B28	CG-51e9fa35ccab	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-df1c827480bc	WC02899	Aeranorcorialarken2899	B28	CG-51e9fa35ccab	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-ca193226923a	WC02899	Aeranorcorialarken2899	B28	CG-51e9fa35ccab	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b551b72d2256	WC02899	Aeranorcorialarken2899	B28	CG-51e9fa35ccab	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-24ed9a0cd698	WC02899	Aeranorcorialarken2899	B28	CG-51e9fa35ccab	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-4f69ae4587a1	WC03559	Caelcoriacrownarel3559	B28	CG-51e9fa35ccab	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b5acb9d9985b	WC03559	Caelcoriacrownarel3559	B28	CG-51e9fa35ccab	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-76aef265c8e3	WC03559	Caelcoriacrownarel3559	B28	CG-51e9fa35ccab	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-636f823891e2	WC03559	Caelcoriacrownarel3559	B28	CG-51e9fa35ccab	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-fdda7a0d02b6	WC04219	Ashagalenmireavel4219	B28	CG-51e9fa35ccab	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-333f44d136cc	WC04219	Ashagalenmireavel4219	B28	CG-51e9fa35ccab	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-137eba833cae	WC04219	Ashagalenmireavel4219	B28	CG-51e9fa35ccab	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-693104520d50	WC04219	Ashagalenmireavel4219	B28	CG-51e9fa35ccab	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-cfe9df5afe17	WC04879	Brenaelgalenael4879	B28	CG-51e9fa35ccab	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b686a6f64e85	WC04879	Brenaelgalenael4879	B28	CG-51e9fa35ccab	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7571d9eb808c	WC04879	Brenaelgalenael4879	B28	CG-51e9fa35ccab	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-1f53a8fff51a	WC04879	Brenaelgalenael4879	B28	CG-51e9fa35ccab	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-1d1b1a8610da	WC00424	Aermaelorcoriaaria424	B28	CG-54a0835bd9b6	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-76ded3f5c0a3	WC00424	Aermaelorcoriaaria424	B28	CG-54a0835bd9b6	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-5ec957748cbf	WC00424	Aermaelorcoriaaria424	B28	CG-54a0835bd9b6	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-48384f945702	WC00424	Aermaelorcoriaaria424	B28	CG-54a0835bd9b6	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3ac11e281da1	WC01084	Aerdalenianaria1084	B28	CG-54a0835bd9b6	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-6f183b25983c	WC01084	Aerdalenianaria1084	B28	CG-54a0835bd9b6	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b739fb034e70	WC01084	Aerdalenianaria1084	B28	CG-54a0835bd9b6	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-def50f9a7db0	WC01084	Aerdalenianaria1084	B28	CG-54a0835bd9b6	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-cedb83ef9156	WC01744	Aeranorianendaravel1744	B28	CG-54a0835bd9b6	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-0171064e568a	WC01744	Aeranorianendaravel1744	B28	CG-54a0835bd9b6	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7b3a62fa1559	WC01744	Aeranorianendaravel1744	B28	CG-54a0835bd9b6	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-a73cbdeb2bef	WC01744	Aeranorianendaravel1744	B28	CG-54a0835bd9b6	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c8b429361777	WC02404	Aerfirabellion2404	B28	CG-54a0835bd9b6	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9510be4483f4	WC02404	Aerfirabellion2404	B28	CG-54a0835bd9b6	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c8713fedaefe	WC02404	Aerfirabellion2404	B28	CG-54a0835bd9b6	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-441f852b18ef	WC02404	Aerfirabellion2404	B28	CG-54a0835bd9b6	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-f849dc4e232e	WC03064	Ashagalenashdria3064	B28	CG-54a0835bd9b6	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-4da38cf88bf6	WC03064	Ashagalenashdria3064	B28	CG-54a0835bd9b6	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-2e4b2396f099	WC03064	Ashagalenashdria3064	B28	CG-54a0835bd9b6	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-6950d0835dbd	WC03064	Ashagalenashdria3064	B28	CG-54a0835bd9b6	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-d94d34e69338	WC03724	Aerindraorchardion3724	B28	CG-54a0835bd9b6	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-82be4448c134	WC03724	Aerindraorchardion3724	B28	CG-54a0835bd9b6	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-6b7f6c6f743e	WC03724	Aerindraorchardion3724	B28	CG-54a0835bd9b6	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-31e0edd7c8de	WC03724	Aerindraorchardion3724	B28	CG-54a0835bd9b6	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-dfb1ac180639	WC04384	Ashagalenforgeiven4384	B28	CG-54a0835bd9b6	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-f9079dd710b9	WC04384	Ashagalenforgeiven4384	B28	CG-54a0835bd9b6	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-a53081eccdfe	WC04384	Ashagalenforgeiven4384	B28	CG-54a0835bd9b6	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-f990595c2672	WC04384	Ashagalenforgeiven4384	B28	CG-54a0835bd9b6	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-a0d424f71b9a	WC00556	Aerdalencoriaiven556	B28	CG-5565a541d57d	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-43896d0b9090	WC00556	Aerdalencoriaiven556	B28	CG-5565a541d57d	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-000c511a54d3	WC00556	Aerdalencoriaiven556	B28	CG-5565a541d57d	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-cd959d50b031	WC00556	Aerdalencoriaiven556	B28	CG-5565a541d57d	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-dc242317d299	WC01216	Aerdalenluthaeldion1216	B28	CG-5565a541d57d	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-ad90d3133368	WC01216	Aerdalenluthaeldion1216	B28	CG-5565a541d57d	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e950989c2462	WC01216	Aerdalenluthaeldion1216	B28	CG-5565a541d57d	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-12ff2a64ebf6	WC01216	Aerdalenluthaeldion1216	B28	CG-5565a541d57d	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-20dded354a9e	WC01876	Aerindraianbriniel1876	B28	CG-5565a541d57d	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-170e2e0403e6	WC01876	Aerindraianbriniel1876	B28	CG-5565a541d57d	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-6319e227821b	WC01876	Aerindraianbriniel1876	B28	CG-5565a541d57d	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-e4a260af3371	WC01876	Aerindraianbriniel1876	B28	CG-5565a541d57d	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-536374ae8448	WC02536	Aerindraevaraaeliel2536	B28	CG-5565a541d57d	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-bfaa81aa8806	WC02536	Aerindraevaraaeliel2536	B28	CG-5565a541d57d	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7c3a2620a8cc	WC02536	Aerindraevaraaeliel2536	B28	CG-5565a541d57d	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-2348b8a6a927	WC02536	Aerindraevaraaeliel2536	B28	CG-5565a541d57d	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3017e9f4ad67	WC03196	Aeranororcharddria3196	B28	CG-5565a541d57d	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-799855cbb8a5	WC03196	Aeranororcharddria3196	B28	CG-5565a541d57d	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c75a0c1b11db	WC03196	Aeranororcharddria3196	B28	CG-5565a541d57d	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-0ba50abc74c7	WC03196	Aeranororcharddria3196	B28	CG-5565a541d57d	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-0e9d45dc9312	WC03856	Aermaelorbelldria3856	B28	CG-5565a541d57d	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-91e132c15211	WC03856	Aermaelorbelldria3856	B28	CG-5565a541d57d	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-455dfce1043e	WC03856	Aermaelorbelldria3856	B28	CG-5565a541d57d	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-9580c6dadd19	WC03856	Aermaelorbelldria3856	B28	CG-5565a541d57d	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-aeb7d2200dd5	WC04516	Ashaelionivyaria4516	B28	CG-5565a541d57d	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-83882171c76e	WC04516	Ashaelionivyaria4516	B28	CG-5565a541d57d	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-6f6d4babf66f	WC04516	Ashaelionivyaria4516	B28	CG-5565a541d57d	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-7606c211944f	WC04516	Ashaelionivyaria4516	B28	CG-5565a541d57d	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-44620b06327c	WC00391	Aermaelorquartzel391	B28	CG-5d3bb464f3f2	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-149680995576	WC00391	Aermaelorquartzel391	B28	CG-5d3bb464f3f2	book|tier|role|region	development	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-cd2a7b785d47	WC00391	Aermaelorquartzel391	B28	CG-5d3bb464f3f2	book|tier|role|region	relationship_consequence	B28_OP0001	EB-OP-01974	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-2e941698d92c	WC00391	Aermaelorquartzel391	B28	CG-5d3bb464f3f2	book|tier|role|region	return_or_resolution	B28_OP0002	EB-OP-02007	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-f00715c458d7	WC01051	Aerindramarrowaria1051	B28	CG-5d3bb464f3f2	book|tier|role|region	introduction	B28_OP0001	EB-OP-01974	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
