projection_serial	canonical_character_id	character_id	default_attention_tier	promotion_triggers	demotion_triggers	max_reader_cast_weight	variant_dimensions	identity_mutation	timeline_mutation	consent_required	age_gate_required	reader_load_policy	reversible
VAR-PROJECTION-6d6a892cf5ca	VAR-CANON-5d3a6918a306	WC04853	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-0994fe3c55b2	VAR-CANON-0a3ec64e597c	WC04854	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-406349dcecfc	VAR-CANON-5c48023bddd6	WC04855	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-2497242c66a0	VAR-CANON-9b1d9d71f7c7	WC04856	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-cf7b22fc3ef4	VAR-CANON-28ee5c37b959	WC04857	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-0c267a47881a	VAR-CANON-aeb7631350ff	WC04858	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-b1aca89c724f	VAR-CANON-c3917504f976	WC04859	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-9f873713a977	VAR-CANON-7673ff0bae8f	WC04860	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-ac6d802e1913	VAR-CANON-a095ebe52291	WC04861	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-03f8021e9f9d	VAR-CANON-22d90940cd03	WC04862	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-a8841cf1f5a5	VAR-CANON-f6c6cc39a678	WC04863	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-e84a618432bd	VAR-CANON-0559cbf88c42	WC04864	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-a6cc4988d3af	VAR-CANON-d1fe91fc6059	WC04865	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-267815bc4ea3	VAR-CANON-90d4a8bb79d7	WC04866	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-abd87e2c4a1e	VAR-CANON-535cde4075ac	WC04867	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-b4d4137fcc77	VAR-CANON-fa6632f48408	WC04868	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-4a4ba5e9faf6	VAR-CANON-a41ad333267d	WC04869	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-b18dec7934be	VAR-CANON-b8c772019a21	WC04870	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-60174a5bfbcb	VAR-CANON-d314a885a6d0	WC04871	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-48904b56ab29	VAR-CANON-cd2f684a1b26	WC04872	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-81a402bf747f	VAR-CANON-300f2e461af1	WC04873	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-116211bcd963	VAR-CANON-5be2c2a79c56	WC04874	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-6cda57f91948	VAR-CANON-2ef52c604dac	WC04875	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-03271f0632be	VAR-CANON-996b1cd7b396	WC04876	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-ff1e481d9c2e	VAR-CANON-9e51630d1755	WC04877	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-c242f42907b8	VAR-CANON-44a0ab4f938e	WC04878	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-c070fa96e6d7	VAR-CANON-6e5b8ac29e71	WC04879	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-a9d5fc6ad8ed	VAR-CANON-9944bb1da076	WC04880	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-a386adde33d1	VAR-CANON-8a2cdcf7fdb4	WC04881	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-5ac33859eb2e	VAR-CANON-5effb166e653	WC04882	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-4d2b33f42522	VAR-CANON-aa090868bbce	WC04883	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-ab0d20ab6c0a	VAR-CANON-7848c160b3a7	WC04884	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-c99599c2ce15	VAR-CANON-d34a98103b20	WC04885	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-9db704cbe98e	VAR-CANON-1a6e99a917da	WC04886	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-a78a679b2836	VAR-CANON-ee38dc755cad	WC04887	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-ef790b382270	VAR-CANON-198c2f7363ad	WC04888	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-4b26ce740815	VAR-CANON-7cdf2925fdfa	WC04889	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-2df1070cfb45	VAR-CANON-ed43ea111690	WC04890	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-739015e9b281	VAR-CANON-f2dc811e50b2	WC04891	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-6d3a80800fa6	VAR-CANON-ed9dbbceba04	WC04892	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-0df698db9aa2	VAR-CANON-8432967695d9	WC04893	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-71daf8b6ec1b	VAR-CANON-f68b539288a4	WC04894	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-787ce1277b9f	VAR-CANON-2ebb9c4a5870	WC04895	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-c7ef2e3b102f	VAR-CANON-44b6e956dd1e	WC04896	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-372e2bbf6925	VAR-CANON-2148279331dc	WC04897	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-656bc7317916	VAR-CANON-16ed7f802557	WC04898	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-eb6e4b251e07	VAR-CANON-15e43ae6a9e7	WC04899	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-1f0839c70d30	VAR-CANON-da14fc1b32db	WC04900	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-f165a9fbb386	VAR-CANON-fd2fb6124704	WC04901	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-ecb2b2a80e87	VAR-CANON-45f604354146	WC04902	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-6ba940211032	VAR-CANON-90e09e1b7cdf	WC04903	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-2644f0602f51	VAR-CANON-e755e7215732	WC04904	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-e0827f8b9f3a	VAR-CANON-c00908d03940	WC04905	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-0a9414153e44	VAR-CANON-190d776398f0	WC04906	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-dc9551a18ae0	VAR-CANON-a4f3bde0463f	WC04907	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-3f58161e7a3a	VAR-CANON-e0a9e3de8094	WC04908	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-55113e04d312	VAR-CANON-148d171ec98b	WC04909	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-89877f4f5cfa	VAR-CANON-fb3448c6c5f6	WC04910	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-ec14737d34d6	VAR-CANON-82d349ed7572	WC04911	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-ffd6689ae05e	VAR-CANON-49caaba9d916	WC04912	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-5f748f509184	VAR-CANON-fa597dc1a081	WC04913	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-daec572bb732	VAR-CANON-31f9f3287e9a	WC04914	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-e75ac3b44888	VAR-CANON-83a6c7eb7a28	WC04915	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-b2c92b714971	VAR-CANON-dc39c9192dcf	WC04916	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-ab70030f37c8	VAR-CANON-d46021d4e1a2	WC04917	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-e4c6de31e865	VAR-CANON-dbca0ee22a5a	WC04918	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-caad9dc605b1	VAR-CANON-c023ea0ee66e	WC04919	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-b9861ff9f7e5	VAR-CANON-385328fc7881	WC04920	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-b4c0aa100114	VAR-CANON-eff6ec7b9760	WC04921	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-097c56afb50a	VAR-CANON-f6ed24fb3959	WC04922	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-4a835572c313	VAR-CANON-2f47aa338820	WC04923	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-094999f6e019	VAR-CANON-c4fe67e1be6f	WC04924	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-708180021d6c	VAR-CANON-f6f518897be6	WC04925	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-35c815bfa003	VAR-CANON-af488b4f84f5	WC04926	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-fa2f869b9c2b	VAR-CANON-448a3c6b195a	WC04927	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-2cf76fd879e5	VAR-CANON-0de4dd391739	WC04928	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-231a42163643	VAR-CANON-c3413f2a0029	WC04929	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-7f56353ebacd	VAR-CANON-3a97645784a0	WC04930	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
VAR-PROJECTION-883c44a7c5b8	VAR-CANON-d20b07cd91b2	WC04931	promotable	user_favorite|explicit_mention|repeated_interaction|direct_relationship|active_quest|user_preference_match	scene_capacity|user_dismissal|arc_complete|no_recent_relevance	1	appearance|voice|role_emphasis|relationship_proximity	forbidden	forbidden	true	true	promote_one_or_two; keep_background_in_world_map	true
