serial	scene_id	book_num	event_beat_id	character_link	creature_link	quest_link	location_link	world_link	layers	status
MAP-SCENE-a17c2d851881	B04_R0056	B04	EB-RW-01777			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01777: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-ec94d122049b	B04_R0057	B04	EB-RW-01778			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01778: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-a2b321c4ad08	B04_R0058	B04	EB-RW-01779	wowas::pip_indalwin_willowjayce		Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01779: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-ba550016f0c9	B04_R0059	B04	EB-RW-01780			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01780: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-b369629acf1b	B04_R0060	B04	EB-RW-01781			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01781: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-7307cb35ec7d	B04_R0061	B04	EB-RW-01782	wowas::cockatrice_king		Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01782: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-cc758526b6ab	B04_R0062	B04	EB-RW-01783			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01783: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-813540755384	B04_R0063	B04	EB-RW-01784			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01784: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-5f571ddbe812	B04_R0064	B04	EB-RW-01785			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01785: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-1bd8ea89cb52	B04_R0065	B04	EB-RW-01786			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01786: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-48b7ab51ba87	B04_R0066	B04	EB-RW-01787			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01787: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-463c22191a71	B04_R0067	B04	EB-RW-01788			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01788: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-5318844db53f	B04_R0068	B04	EB-RW-01789			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01789: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-2c2f810e47c5	B04_R0069	B04	EB-RW-01790			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01790: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-63d074653783	B04_R0070	B04	EB-RW-01791			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01791: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-161caac3a82d	B04_R0071	B04	EB-RW-01792			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01792: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-f90df6777e89	B04_R0072	B04	EB-RW-01793			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01793: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-45bd58eec26c	B04_R0073	B04	EB-RW-01794			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01794: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-36df2d9346b5	B04_R0074	B04	EB-RW-01795			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01795: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-706ae63536cd	B04_R0075	B04	EB-RW-01796			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01796: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-bd5eb3f4e886	B04_R0076	B04	EB-RW-01797	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce		Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01797: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-3927490e1c14	B04_R0077	B04	EB-RW-01798			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01798: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-4e1d884ecd51	B04_R0078	B04	EB-RW-01799	wowas::pip_indalwin_willowjayce		Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01799: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-9b3d70547e8b	B04_R0079	B04	EB-RW-01800			Filled to target scene count using uploaded source anchors for Crocodile Smile. Event beat EB-RW-01800: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-9816038ef103	B05_001A	B05	EB-RW-01801			 Event beat EB-RW-01801: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-c9f588df94e8	B05_001	B05	EB-RW-01802			 Event beat EB-RW-01802: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-d71a42387263	B05_002	B05	EB-RW-01803			 Event beat EB-RW-01803: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-04ecc2932ecf	B05_003	B05	EB-RW-01804			 Event beat EB-RW-01804: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-ef38c87b013e	B05_004	B05	EB-RW-01805			 Event beat EB-RW-01805: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-f928fee68562	B05_005	B05	EB-RW-01806			 Event beat EB-RW-01806: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-673b489dfc0c	B05_006D	B05	EB-RW-01807			 Event beat EB-RW-01807: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-7615db94b13a	B05_006C	B05	EB-RW-01808			 Event beat EB-RW-01808: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-2e30734a09b3	B05_006	B05	EB-RW-01809			 Event beat EB-RW-01809: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-552b3964ae90	B05_006B	B05	EB-RW-01810			 Event beat EB-RW-01810: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-07db473f2d48	B05_006A	B05	EB-RW-01811			 Event beat EB-RW-01811: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-963cdb25d6bb	B05_S001	B05	EB-RW-01812			Pain is no longer merely bodily; it is symbolic, relational, and historical. Event beat EB-RW-01812: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-37b6b89c18ef	B05_S011	B05	EB-RW-01813			Book logic locks. Event beat EB-RW-01813: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-e9a28f442c9f	B05_S024	B05	EB-RW-01814			Book 5 now has its core instrument. Event beat EB-RW-01814: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-aa36ef2ae4c1	B05_S036	B05	EB-RW-01815			Book law strengthens. Event beat EB-RW-01815: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-612e44df2b32	B05_S072	B05	EB-RW-01816			Book 5 secures a new way of seeing. Event beat EB-RW-01816: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-99253c58c7d2	B05_S084	B05	EB-RW-01817			Book 5 tightens into motion. Event beat EB-RW-01817: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-60e4431caed9	B05_S096	B05	EB-RW-01818			Book 5 becomes more kinetic. Event beat EB-RW-01818: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-ef802986e57c	B05_S098	B05	EB-RW-01819	wowas::pip_indalwin_willowjayce		Reflection under tenderness. Event beat EB-RW-01819: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-139b047b36c0	B05_S108	B05	EB-RW-01820			Book 5 prepares its forward surge. Event beat EB-RW-01820: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-0d3cf1d40084	B05_S109	B05	EB-RW-01821			Book structure becomes clear. Event beat EB-RW-01821: the quest objective changes after evidence.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-b8274255b06f	B05_S116	B05	EB-RW-01822			Distinct volume identity achieved. Event beat EB-RW-01822: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-1740dac1b2c3	B05_S119	B05	EB-RW-01823			Tone lock. Event beat EB-RW-01823: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-56045390d47d	B05_S120	B05	EB-RW-01824			First major weave secured. Event beat EB-RW-01824: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-1dc2a24167f6	B05_003A	B05	EB-RW-01826	wowas::pip_indalwin_willowjayce		Pip creates the Garden of Glass as an offering of belief, tenderness, and misread devotion. It is one of the purest acts in the early arc, which is precisely why it sharpens the cruelty of what surrounds it. Event beat EB-RW-01826: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-f59e8bf78f72	B05_003B	B05	EB-RW-01827	wowas::pip_indalwin_willowjayce		After the beauty is made, Pip feels the first unmistakable internal wrongness. The relationship still appears radiant on the surface, but the emotional and ethical signal has shifted. Event beat EB-RW-01827: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-8e35403befa2	B05_R0001	B05	EB-RW-01841			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01841: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-61158c42acc7	B05_R0002	B05	EB-RW-01842			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01842: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-209a14cc60bb	B05_R0003	B05	EB-RW-01843			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01843: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-4d7da5e8b2b3	B05_R0004	B05	EB-RW-01844			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01844: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-b49d177ebcd5	B05_R0005	B05	EB-RW-01845			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01845: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-26107eddb0bd	B05_R0006	B05	EB-RW-01846			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01846: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-96d971846881	B05_R0007	B05	EB-RW-01847			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01847: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-cbc578e59fc7	B05_R0008	B05	EB-RW-01848			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01848: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-a312e032b8b5	B05_R0009	B05	EB-RW-01849			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01849: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-31a67545bb94	B05_R0010	B05	EB-RW-01850			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01850: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-0f47d55d279e	B05_R0011	B05	EB-RW-01851			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01851: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-4623e74eeca5	B05_R0012	B05	EB-RW-01852			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01852: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-c87e17778373	B05_R0013	B05	EB-RW-01853			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01853: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-c4d12a43556d	B05_R0014	B05	EB-RW-01854			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01854: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-d30a1494cf34	B05_R0015	B05	EB-RW-01855			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01855: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-72caba5ec59d	B05_R0016	B05	EB-RW-01856			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01856: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-ac1d7c98c5b1	B05_R0017	B05	EB-RW-01857			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01857: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-ed004fc0bf5d	B05_R0018	B05	EB-RW-01858			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01858: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-bce810a3e459	B05_R0019	B05	EB-RW-01859			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01859: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-66caad1a958b	B05_R0020	B05	EB-RW-01860			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01860: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-520d7a88f7c1	B05_R0021	B05	EB-RW-01861	wowas::pip_indalwin_willowjayce		Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01861: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-1f7637ccd232	B05_R0022	B05	EB-RW-01862			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01862: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-e7b4cac97823	B05_R0023	B05	EB-RW-01863			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01863: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-02db98fa9bbe	B05_R0024	B05	EB-RW-01864			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01864: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-da300a019751	B05_R0025	B05	EB-RW-01865			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01865: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-b9128a72def3	B05_R0026	B05	EB-RW-01866			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01866: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-204b1bd4d276	B05_R0027	B05	EB-RW-01867			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01867: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-c2c8965086cd	B05_R0028	B05	EB-RW-01868			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01868: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-0f3ef2340155	B05_R0029	B05	EB-RW-01869			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01869: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-6f0cbc44b014	B05_R0030	B05	EB-RW-01870			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01870: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-6d4579b4b050	B05_R0031	B05	EB-RW-01871			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01871: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-5eaf7395f111	B05_R0032	B05	EB-RW-01872			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01872: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-ecb1833ba7fe	B05_R0033	B05	EB-RW-01873			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01873: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-ba18b6115599	B05_R0034	B05	EB-RW-01874			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01874: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-42159e18cfd2	B05_R0035	B05	EB-RW-01875			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01875: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-e614dd933165	B05_R0036	B05	EB-RW-01876			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01876: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-0a02336c39b7	B05_R0037	B05	EB-RW-01877			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01877: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-51661525de3e	B05_R0038	B05	EB-RW-01878			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01878: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-29dae78dfbec	B05_R0039	B05	EB-RW-01879			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01879: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-4cedf071def3	B05_R0040	B05	EB-RW-01880			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01880: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-5be7fba5f3a7	B05_R0041	B05	EB-RW-01881			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01881: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-6efdf3536026	B05_R0042	B05	EB-RW-01882			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01882: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-1dacda75a117	B05_R0043	B05	EB-RW-01883			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01883: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-b29ada787c85	B05_R0044	B05	EB-RW-01884			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01884: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-386b20415dbc	B05_R0045	B05	EB-RW-01885			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01885: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-86708554c41a	B05_R0046	B05	EB-RW-01886			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01886: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-658bd95759ce	B05_R0047	B05	EB-RW-01887	wowas::pip_indalwin_willowjayce		Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01887: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-9dcdb5671685	B05_R0048	B05	EB-RW-01888			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01888: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-bbc5dcbf42f7	B05_R0049	B05	EB-RW-01889			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01889: choice pressure changes the route.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-86cafa03d165	B05_R0050	B05	EB-RW-01890			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01890: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-026757aa9e51	B05_R0051	B05	EB-RW-01891			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01891: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-d3fe3687eaca	B05_R0052	B05	EB-RW-01892			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01892: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-942202bebe8f	B05_R0053	B05	EB-RW-01893			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01893: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-a35e0c19440a	B05_R0054	B05	EB-RW-01894			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01894: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-c61ae9d5616a	B05_R0055	B05	EB-RW-01895			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01895: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-2bb36eacaf04	B05_R0056	B05	EB-RW-01896			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01896: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-747ae44c7a29	B05_R0057	B05	EB-RW-01897			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01897: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-1a4ac7a76be1	B05_R0058	B05	EB-RW-01898			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01898: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-e607541a4fa7	B05_R0059	B05	EB-RW-01899			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01899: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-052d6f385915	B05_R0060	B05	EB-RW-01900			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01900: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-f2a1779100ed	B05_R0061	B05	EB-RW-01901			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01901: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-f632ccf6ca0e	B05_R0062	B05	EB-RW-01902			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01902: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-e7ef720fc368	B05_R0063	B05	EB-RW-01903			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01903: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-ab5dca805fb5	B05_R0064	B05	EB-RW-01904			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01904: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-4044ee71fefb	B05_R0065	B05	EB-RW-01905			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01905: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-196212eb4d33	B05_R0066	B05	EB-RW-01906			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01906: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-69268ed9d445	B05_R0067	B05	EB-RW-01907			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01907: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-4eb4a9ea0ece	B05_R0068	B05	EB-RW-01908			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01908: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-581ae69d7ddd	B05_R0069	B05	EB-RW-01909			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01909: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-0ed9cf0736c2	B05_R0070	B05	EB-RW-01910			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01910: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-0ccc73543e98	B05_R0071	B05	EB-RW-01911			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01911: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-e042b11e5996	B05_R0072	B05	EB-RW-01912			Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01912: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-92755780b318	B05_R0073	B05	EB-RW-01913	wowas::pip_indalwin_willowjayce		Filled to target scene count using uploaded source anchors for Runes and Wound. Event beat EB-RW-01913: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
