canonical_character_id	character_id	name	world_role	functional_role	book_anchor	region	house_pressure	background_function	timeline_phases	assigned_scene_count	assigned_scene_ids	relationship_layers	world_state_policy	provenance_status
VAR-CANON-307b2b6e08b1	WC04675	Aerdalenlutharia4675	background_actor	glyph apprentice	B22	stone fen	Thorn-Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B22_OP0001|B22_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-1fafd08a14a0	WC04676	Aeranoramarforgeiel4676	background_actor	corridor child	B23	pocket sanctuary	Marso-len	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B23_OP0001|B23_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-8c4c7048d3dd	WC04677	Aerdalenforgeen4677	background_actor	field healer	B24	glass orchard	Rolzen-line	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B24_OP0001|B24_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-1f48bf6dfc5d	WC04678	Brenkelangaleniel4678	supporting_actor	cavern farmer	B25	neith edge	Kyreal-pack	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B25_OP0001|B25_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-dc29c4a96ee8	WC04679	Aerfirahollowion4679	background_actor	garden watcher	B26	willow-stone county	Xethrolund-glyph	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B26_OP0001|B26_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-9318b135907c	WC04680	Caelluthbrindria4680	background_actor	stone archivist	B27	last open gate	Pip-no-path	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B27_OP0001|B27_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-cc492fa107a1	WC04681	Aeranorevaraashelle4681	background_actor	orchard guard	B28	diamond breakland	Mack-ground	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B28_OP0001|B28_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-7d66f54ab7c3	WC04682	Aerdalenluthivyion4682	background_actor	sonomancy listener	B29	black-heart ridge	Dervish-glass	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B29_OP0001|B29_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-efe84e9a8d3f	WC04683	Aeranoramarlarkdria4683	supporting_actor	tunnel witness	B30	ash river	Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B30_OP0001|B30_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-c53c70b2c43f	WC04684	Aerfiracoriael4684	background_actor	threshold mason	B31	morrow market	Null-Heart	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B31_OP0001|B31_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-c7190000d8a8	WC04685	Caelcoriabrinen4685	background_actor	bookbinder	B32	root vale	Iron-Song	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B32_OP0001|B32_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-7abd6e71418f	WC04686	Aermaelorevaraelle4686	background_actor	bridge keeper	B33	ripper tunnel	Wren-Ash	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B33_OP0001|B33_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-cd6ae1e6449a	WC04687	Brenaelelionaria4687	background_actor	market singer	B01	cello field	Thorn-Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B01_C029|B01_C030|B01_C031|B01_C032	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-7da3034d9a53	WC04688	Caelamarkelaniel4688	supporting_actor	glass forge worker	B02	blue-light road	Marso-len	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B02_L029|B02_L030|B02_L031|B02_L032	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-36277509f9aa	WC04689	Aeranorianmireavel4689	background_actor	ripper survivor	B03	xeth glyph yard	Rolzen-line	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B03_L029|B03_L030|B03_L031|B03_L032	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-cc47eee62659	WC04690	Ashanaraanoren4690	background_actor	map seller	B04	stone fen	Kyreal-pack	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B04_L029|B04_L030|B04_L031|B04_L032	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-a8e25f9cb950	WC04691	Aerfiradria4691	background_actor	cellar cook	B05	pocket sanctuary	Xethrolund-glyph	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B05_R0003|B05_R0004|B05_R0005|B05_R0006	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-9d113869080f	WC04692	Aermaeloremberaria4692	background_actor	triage helper	B06	glass orchard	Pip-no-path	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B06_OP0001|B06_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-558aec478b8f	WC04693	Aerdalenarel4693	supporting_actor	faction runner	B07	neith edge	Mack-ground	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B07_OP0001	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-fb5895330220	WC04694	Aerfiraluthmossaen4694	background_actor	wolf-road scout	B08	willow-stone county	Dervish-glass	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B08_OP0001|B08_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-7bf32510f1dc	WC04695	Aerdalenianglassael4695	background_actor	glyph apprentice	B09	last open gate	Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B09_OP0001|B09_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-bbd81eb96b25	WC04696	Ashajoraanoramaren4696	background_actor	corridor child	B10	diamond breakland	Null-Heart	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B10_OP0001|B10_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-873a2fbc8669	WC04697	Aeranorelle4697	background_actor	field healer	B11	black-heart ridge	Iron-Song	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B11_OP0001|B11_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-cb7b98a9d626	WC04698	Aerfiracorialarkel4698	supporting_actor	cavern farmer	B12	ash river	Wren-Ash	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B12_OP0001|B12_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-2c92283f57f9	WC04699	Aerdalenevarabrinen4699	background_actor	garden watcher	B13	morrow market	Thorn-Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B13_OP0001|B13_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-b2e01b92ade4	WC04700	Aeranorevarakelanel4700	background_actor	stone archivist	B14	root vale	Marso-len	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B14_OP0001|B14_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-0ce9761f0251	WC04701	Brenbrinjoraen4701	background_actor	orchard guard	B15	ripper tunnel	Rolzen-line	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B15_OP0001|B15_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-61da19ffc934	WC04702	Aeranorianaen4702	background_actor	sonomancy listener	B16	cello field	Kyreal-pack	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B16_OP0001|B16_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-f2ca4255d5c0	WC04703	Aeranoriel4703	supporting_actor	tunnel witness	B17	blue-light road	Xethrolund-glyph	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B17_OP0001|B17_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-6ff415d0d558	WC04704	Aerfiraiancrownael4704	background_actor	threshold mason	B18	xeth glyph yard	Pip-no-path	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B18_OP0001|B18_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-fcf97590b488	WC04705	Aeranorhollowion4705	background_actor	bookbinder	B19	stone fen	Mack-ground	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B19_OP0001|B19_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-ff8efa0a02d6	WC04706	Ashaelionbrooken4706	background_actor	bridge keeper	B20	pocket sanctuary	Dervish-glass	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B20_OP0001|B20_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-5310c0137f9c	WC04707	Aerdaleniven4707	background_actor	market singer	B21	glass orchard	Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B21_OP0001|B21_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-7cd5570d72c4	WC04708	Aerdalencoriaaen4708	supporting_actor	glass forge worker	B22	neith edge	Null-Heart	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B22_OP0001|B22_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-4ea86b3022ea	WC04709	Ashaelionfiraamaren4709	background_actor	ripper survivor	B23	willow-stone county	Iron-Song	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B23_OP0001|B23_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-3bb2c80f9239	WC04710	Aerindraianglassion4710	background_actor	map seller	B24	last open gate	Wren-Ash	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B24_OP0001|B24_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-69463dcfe1af	WC04711	Ashaelionmireiven4711	background_actor	cellar cook	B25	diamond breakland	Thorn-Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B25_OP0001|B25_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-2b37ab5c6a3c	WC04712	Brenbrinarel4712	background_actor	triage helper	B26	black-heart ridge	Marso-len	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B26_OP0001|B26_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-6f4a766ef969	WC04713	Aerdalenamarfenel4713	supporting_actor	faction runner	B27	ash river	Rolzen-line	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B27_OP0001|B27_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-8f1f63a5f39c	WC04714	Aerindraianemberen4714	background_actor	wolf-road scout	B28	morrow market	Kyreal-pack	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B28_OP0001|B28_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-4be245ab4649	WC04715	Aerfiraianivyen4715	background_actor	glyph apprentice	B29	root vale	Xethrolund-glyph	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B29_OP0001|B29_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-5213d250b14c	WC04716	Aeranoramarcrownel4716	background_actor	corridor child	B30	ripper tunnel	Pip-no-path	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B30_OP0001|B30_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-155e7ad7f3cb	WC04717	Ashaelionanorianaen4717	background_actor	field healer	B31	cello field	Mack-ground	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B31_OP0001|B31_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-10b4ee415ad4	WC04718	Ashanaraquartzavel4718	supporting_actor	cavern farmer	B32	blue-light road	Dervish-glass	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B32_OP0001|B32_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-a7e1c0ddadf7	WC04719	Aerindraquartzarel4719	background_actor	garden watcher	B33	xeth glyph yard	Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B33_OP0001|B33_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-aa0c35fdabb9	WC04720	Ashaelionaen4720	background_actor	stone archivist	B01	stone fen	Null-Heart	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B01_C029|B01_C030|B01_C031|B01_C032	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-efba27f6634b	WC04721	Aerindraluthashelle4721	background_actor	orchard guard	B02	pocket sanctuary	Iron-Song	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B02_L029|B02_L030|B02_L031|B02_L032	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-718cb1dd4e6d	WC04722	Aerfiraluthlarkelle4722	background_actor	sonomancy listener	B03	glass orchard	Wren-Ash	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B03_L029|B03_L030|B03_L031|B03_L032	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-aa1ab4a180ac	WC04723	Ashajoradalenaria4723	supporting_actor	tunnel witness	B04	neith edge	Thorn-Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B04_L029|B04_L030|B04_L031|B04_L032	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-a9cb0793aafc	WC04724	Aerdalenianmossen4724	background_actor	threshold mason	B05	willow-stone county	Marso-len	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B05_R0003|B05_R0004|B05_R0005|B05_R0006	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-5bbf58fc2742	WC04725	Aerdalenmossavel4725	background_actor	bookbinder	B06	last open gate	Rolzen-line	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B06_OP0001|B06_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-6dd6f1bf806f	WC04726	Aerindraiven4726	background_actor	bridge keeper	B07	diamond breakland	Kyreal-pack	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B07_OP0001	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-293854673c29	WC04727	Aermaelorcairnelle4727	background_actor	market singer	B08	black-heart ridge	Xethrolund-glyph	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B08_OP0001|B08_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-626ec81494e8	WC04728	Ashaavelfiraevarael4728	supporting_actor	glass forge worker	B09	ash river	Pip-no-path	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B09_OP0001|B09_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-642aa6b4bf6a	WC04729	Ashaelionmarrowdion4729	background_actor	ripper survivor	B10	morrow market	Mack-ground	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B10_OP0001|B10_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-b869b87a2644	WC04730	Aerdalenluthasharel4730	background_actor	map seller	B11	root vale	Dervish-glass	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B11_OP0001|B11_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-453e3d606fde	WC04731	Aermaelorquartziel4731	background_actor	cellar cook	B12	ripper tunnel	Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B12_OP0001|B12_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-28f56adf7d22	WC04732	Aermaelorianbrooken4732	background_actor	triage helper	B13	cello field	Null-Heart	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B13_OP0001|B13_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-f2a629622bb4	WC04733	Aeranoraen4733	supporting_actor	faction runner	B14	blue-light road	Iron-Song	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B14_OP0001|B14_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-90d6c8c56e1f	WC04734	Aeranoramarbelldion4734	background_actor	wolf-road scout	B15	xeth glyph yard	Wren-Ash	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B15_OP0001|B15_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-5120280615a7	WC04735	Aerdalendria4735	background_actor	glyph apprentice	B16	stone fen	Thorn-Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B16_OP0001|B16_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-1e84045bfa1a	WC04736	Aerdalenmireiven4736	background_actor	corridor child	B17	pocket sanctuary	Marso-len	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B17_OP0001|B17_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-b8573829992c	WC04737	Aerindramossiven4737	background_actor	field healer	B18	glass orchard	Rolzen-line	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B18_OP0001|B18_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-e8886c411acb	WC04738	Aeranoramargroveaen4738	supporting_actor	cavern farmer	B19	neith edge	Kyreal-pack	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B19_OP0001|B19_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-d7c77ffa42eb	WC04739	Ashaaveliel4739	background_actor	garden watcher	B20	willow-stone county	Xethrolund-glyph	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B20_OP0001|B20_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-7576b587b678	WC04740	Aerdalenianbellarel4740	background_actor	stone archivist	B21	last open gate	Pip-no-path	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B21_OP0001|B21_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-aa1e7ac5d523	WC04741	Aerfiraluthbrindion4741	background_actor	orchard guard	B22	diamond breakland	Mack-ground	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B22_OP0001|B22_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-a473e18efd97	WC04742	Aerdalencoriaashel4742	background_actor	sonomancy listener	B23	black-heart ridge	Dervish-glass	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B23_OP0001|B23_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-3319696e686e	WC04743	Aerindracoriadion4743	supporting_actor	tunnel witness	B24	ash river	Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B24_OP0001|B24_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-8a8745db4b11	WC04744	Aerindraiven4744	background_actor	threshold mason	B25	morrow market	Null-Heart	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B25_OP0001|B25_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-bcc101e431ae	WC04745	Aeranoraen4745	background_actor	bookbinder	B26	root vale	Iron-Song	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B26_OP0001|B26_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-48294d6b0e97	WC04746	Ashanarariveravel4746	background_actor	bridge keeper	B27	ripper tunnel	Wren-Ash	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B27_OP0001|B27_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-b7f1d74a7f3c	WC04747	Ashaelioncairnavel4747	background_actor	market singer	B28	cello field	Thorn-Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B28_OP0001|B28_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-f1e9e611d79e	WC04748	Aermaelorcoriaiven4748	supporting_actor	glass forge worker	B29	blue-light road	Marso-len	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B29_OP0001|B29_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-2edd8648190c	WC04749	Aermaelormossion4749	background_actor	ripper survivor	B30	xeth glyph yard	Rolzen-line	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B30_OP0001|B30_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
