character_id	name	tier	volume	book_anchor	role	house_pressure	region	source_anchor	candidate_draws	selection_score	story_background_law	visual_spec	visual_status	identity_profile	pronouns	prose_treatment	identity_serial	adult_role_profile	role_prose_treatment	age_band	adult_role_eligibility	content_rating
WC04828	Aerfiralarkavel4828	support	V3	B10	glass forge worker	Null-Heart	neith edge	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-neith edge	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-f9a7f73f7fd4	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04829	Aeranorcoriaen4829	background	V3	B11	ripper survivor	Iron-Song	willow-stone county	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-willow-stone county	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-228ab8d4729a	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04830	Ashanarahollowelle4830	story	V3	B12	map seller	Wren-Ash	last open gate	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-last open gate	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-1d3d8de02c98	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04831	Aeranorcoriael4831	recurring-background	V3	B13	cellar cook	Thorn-Vayne	diamond breakland	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-diamond breakland	procedural_visual_spec_v1	queer_nonbinary	they/them	queer nonbinary identity is ordinary life context	ID-b39bcfec2774	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04832	Brenhaloriven4832	deep-background	V3	B14	triage helper	Marso-len	black-heart ridge	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-black-heart ridge	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-7b3c435b3098	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04833	Aerindraashavel4833	support	V3	B15	faction runner	Rolzen-line	ash river	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-ash river	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-d4c267792938	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04834	Ashaavelashavel4834	background	V3	B16	wolf-road scout	Kyreal-pack	morrow market	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-morrow market	procedural_visual_spec_v1	queer_nonbinary	they/them	queer nonbinary identity is ordinary life context	ID-7d8725ec1662	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04835	Brenaelnaraemberaen4835	story	V3	B17	glyph apprentice	Xethrolund-glyph	root vale	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-root vale	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-47f2d56465f7	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04836	Aeranorluthlarkion4836	recurring-background	V3	B18	corridor child	Pip-no-path	ripper tunnel	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-ripper tunnel	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-7dd37483fb32	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04837	Aerindracoriamossel4837	deep-background	V3	B19	field healer	Mack-ground	cello field	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-cello field	procedural_visual_spec_v1	pansexual_male	he/they	pansexual identity is ordinary life context	ID-b1ec305e113f	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04838	Aerindraavel4838	support	V3	B20	cavern farmer	Dervish-glass	blue-light road	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-blue-light road	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-61e3a706e95c	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04839	Aermaelorianbelliel4839	background	V3	B21	garden watcher	Vayne	xeth glyph yard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-xeth glyph yard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-f7e23692db1a	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04840	Aermaelorcoriaen4840	story	V3	B22	stone archivist	Null-Heart	stone fen	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-stone fen	procedural_visual_spec_v1	queer_nonbinary	they/them	queer nonbinary identity is ordinary life context	ID-985e36fd84ab	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04841	Aermaelormireen4841	recurring-background	V3	B23	orchard guard	Iron-Song	pocket sanctuary	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-pocket sanctuary	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-0163506ea46d	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04842	Aerfirabrookarel4842	deep-background	V3	B24	sonomancy listener	Wren-Ash	glass orchard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-glass orchard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-1c2483b6f9c5	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04843	Aerfiracoriabelliel4843	support	V3	B25	tunnel witness	Thorn-Vayne	neith edge	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-neith edge	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-583bde0019d0	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04844	Aerindraaen4844	background	V3	B26	threshold mason	Marso-len	willow-stone county	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-willow-stone county	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-fa4ec3786677	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04845	Aeranorianfenaria4845	story	V3	B27	bookbinder	Rolzen-line	last open gate	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-last open gate	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-4ba35200e897	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04846	Aerindraen4846	recurring-background	V3	B28	bridge keeper	Kyreal-pack	diamond breakland	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-diamond breakland	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-287bf7244a7a	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04847	Aermaelorevaraaelen4847	deep-background	V3	B29	market singer	Xethrolund-glyph	black-heart ridge	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-black-heart ridge	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-2a0f35ed3043	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04848	Ashanaramireen4848	support	V3	B30	glass forge worker	Pip-no-path	ash river	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-ash river	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-d317f93eccaa	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04849	Aerdalenianasharia4849	background	V3	B31	ripper survivor	Mack-ground	morrow market	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-morrow market	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-3d22dbba37b5	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04850	Aerfiraluthiel4850	story	V3	B32	map seller	Dervish-glass	root vale	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-root vale	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-2e07423553c1	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04851	Brenbrinavelion4851	recurring-background	V3	B33	cellar cook	Vayne	ripper tunnel	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-ripper tunnel	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-3b997ae8c250	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04852	Ashaavelfiraaen4852	deep-background	V3	B01	triage helper	Null-Heart	cello field	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-cello field	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-5ec149c3fc08	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04853	Aeranorianivydria4853	support	V3	B02	faction runner	Iron-Song	blue-light road	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-blue-light road	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-c19c2a0e8f5b	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04854	Aermaelorgroveiven4854	background	V3	B03	wolf-road scout	Wren-Ash	xeth glyph yard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-xeth glyph yard	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-92655c59b1ed	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04855	Aerfiraamarion4855	story	V3	B04	glyph apprentice	Thorn-Vayne	stone fen	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-stone fen	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-1e5b05ee9eb3	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04856	Aerdalenael4856	recurring-background	V3	B05	corridor child	Marso-len	pocket sanctuary	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-pocket sanctuary	procedural_visual_spec_v1	pansexual_male	he/they	pansexual identity is ordinary life context	ID-7fe9f2bd4336	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04857	Aeranorcoriafendion4857	deep-background	V3	B06	field healer	Rolzen-line	glass orchard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-glass orchard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-2b4cf3859569	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04858	Aeranoramarel4858	support	V3	B07	cavern farmer	Kyreal-pack	neith edge	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-neith edge	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-db61f30d0cfa	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04859	Aerdalenluthivyavel4859	background	V3	B08	garden watcher	Xethrolund-glyph	willow-stone county	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-willow-stone county	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-57f584169eb5	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04860	Brenbrinelionion4860	story	V3	B09	stone archivist	Pip-no-path	last open gate	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-last open gate	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-30b630212693	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04861	Ashagalenbrookael4861	recurring-background	V3	B10	orchard guard	Mack-ground	diamond breakland	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-diamond breakland	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-9019f935a6a2	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04862	Aerfiraluthmossion4862	deep-background	V3	B11	sonomancy listener	Dervish-glass	black-heart ridge	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-black-heart ridge	procedural_visual_spec_v1	trans_gay_male	he/him	trans gay male identity is ordinary life context	ID-0027dfc5bc13	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04863	Aermaeloriancrownen4863	support	V3	B12	tunnel witness	Vayne	ash river	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-ash river	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-742f429723d1	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04864	Aeranorglassael4864	background	V3	B13	threshold mason	Null-Heart	morrow market	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-morrow market	procedural_visual_spec_v1	pansexual_male	he/they	pansexual identity is ordinary life context	ID-290f5defb5ab	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04865	Brenaeljoraaria4865	story	V3	B14	bookbinder	Iron-Song	root vale	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-root vale	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-7c93fcdf39cf	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04866	Aeranorevaraaelarel4866	recurring-background	V3	B15	bridge keeper	Wren-Ash	ripper tunnel	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-ripper tunnel	procedural_visual_spec_v1	trans_gay_male	he/him	trans gay male identity is ordinary life context	ID-1eb4f6403262	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04867	Aerfiraianaeldria4867	deep-background	V3	B16	market singer	Thorn-Vayne	cello field	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-cello field	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-1de82efdf47b	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04868	Ashaavelavel4868	support	V3	B17	glass forge worker	Marso-len	blue-light road	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-blue-light road	procedural_visual_spec_v1	pansexual_male	he/they	pansexual identity is ordinary life context	ID-d50896f92309	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04869	Aerfiraivyaria4869	background	V3	B18	ripper survivor	Rolzen-line	xeth glyph yard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-xeth glyph yard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-b72a7446acc8	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04870	Ashaelionindradria4870	story	V3	B19	map seller	Kyreal-pack	stone fen	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-stone fen	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-ad3c73ffce88	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04871	Aerfiraamarhaloraen4871	recurring-background	V3	B20	cellar cook	Xethrolund-glyph	pocket sanctuary	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-pocket sanctuary	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-dcb294192504	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04872	Aeranorluthel4872	deep-background	V3	B21	triage helper	Pip-no-path	glass orchard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-glass orchard	procedural_visual_spec_v1	trans_gay_male	he/him	trans gay male identity is ordinary life context	ID-8995c5292968	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04873	Ashajoradalenianael4873	support	V3	B22	faction runner	Mack-ground	neith edge	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-neith edge	procedural_visual_spec_v1	trans_gay_male	he/him	trans gay male identity is ordinary life context	ID-d9d3c50e8929	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04874	Aerdalenarel4874	background	V3	B23	wolf-road scout	Dervish-glass	willow-stone county	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-willow-stone county	procedural_visual_spec_v1	pansexual_male	he/they	pansexual identity is ordinary life context	ID-1e3a1e5ab7a8	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04875	Ashagalenriverdion4875	story	V3	B24	glyph apprentice	Vayne	last open gate	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-last open gate	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-0bd6c5cb2b92	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04876	Ashajoramossion4876	recurring-background	V3	B25	corridor child	Null-Heart	diamond breakland	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-diamond breakland	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-a519ddf5be06	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04877	Ashaavelanorfenaen4877	deep-background	V3	B26	field healer	Iron-Song	black-heart ridge	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-black-heart ridge	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-d2180a33edfe	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04878	Aerdalenianglassion4878	support	V3	B27	cavern farmer	Wren-Ash	ash river	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-ash river	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-0d58edfb98de	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04879	Brenaelgalenael4879	background	V3	B28	garden watcher	Thorn-Vayne	morrow market	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-morrow market	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-e0b71f4a5daf	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04880	Aeranorcoriaendarel4880	story	V3	B29	stone archivist	Marso-len	root vale	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-root vale	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-86d81b8b6df9	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04881	Aermaelorforgeaen4881	recurring-background	V3	B30	orchard guard	Rolzen-line	ripper tunnel	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-ripper tunnel	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-8954ee9df688	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04882	Aerindraianendarion4882	deep-background	V3	B31	sonomancy listener	Kyreal-pack	cello field	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-cello field	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-29dac9b15a98	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04883	Aerfiraevaraashion4883	support	V3	B32	tunnel witness	Xethrolund-glyph	blue-light road	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-blue-light road	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-13e60ba7a412	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04884	Caelamarbrinel4884	background	V3	B33	threshold mason	Pip-no-path	xeth glyph yard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-xeth glyph yard	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-5455ac091682	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04885	Aerindraamarivyaen4885	story	V3	B01	bookbinder	Mack-ground	stone fen	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-stone fen	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-49ba866d1998	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04886	Brenaelavelfiraen4886	recurring-background	V3	B02	bridge keeper	Dervish-glass	pocket sanctuary	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-pocket sanctuary	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-44901c0fa7b2	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04887	Ashaelionriverdria4887	deep-background	V3	B03	market singer	Vayne	glass orchard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-glass orchard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-5e8e265da6db	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04888	Brenbrinhollowdria4888	support	V3	B04	glass forge worker	Null-Heart	neith edge	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-neith edge	procedural_visual_spec_v1	queer_nonbinary	they/them	queer nonbinary identity is ordinary life context	ID-6c827b263208	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04889	Ashanaradalenel4889	background	V3	B05	ripper survivor	Iron-Song	willow-stone county	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-willow-stone county	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-8c077f1b6704	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04890	Caelevarakelanel4890	story	V3	B06	map seller	Wren-Ash	last open gate	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-last open gate	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-0da043368049	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04891	Brenaelelionelle4891	recurring-background	V3	B07	cellar cook	Thorn-Vayne	diamond breakland	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-diamond breakland	procedural_visual_spec_v1	queer_nonbinary	they/them	queer nonbinary identity is ordinary life context	ID-9fc5f16d3a99	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC04892	Aerindraianbrindria4892	deep-background	V3	B08	triage helper	Marso-len	black-heart ridge	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-black-heart ridge	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-ee8c13fa55f9	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
