generated_character_id	generated_name	book_anchor	generated_role	generated_tier	source_anchor	authored_canonical_id	authored_canonical_name	inherited_locked_traits	inherited_sources	voice_constraint	pressure_response	dynamic_function	dynamic_relation_type	dynamic_counterpart	dynamic_polarity	dynamic_pressure_translation	variation_policy	prose_status
WC03514	Caelianbrinjoraaria3514	B16	wolf-road scout	background	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03515	Aeranorcoriaivyarel3515	B17	glyph apprentice	story	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03516	Aermaelorevaraaelel3516	B18	corridor child	recurring-background	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03517	Aeranoriancinderion3517	B19	field healer	deep-background	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03518	Aerdalenamarashiven3518	B20	cavern farmer	support	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03519	Aerfiraevarabelliel3519	B21	garden watcher	background	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Rolzen	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03520	Aerdalenlarkdria3520	B22	stone archivist	story	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		book_copresence	Rylos (Rylos Vayne Johnson)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03521	Aerdalenamarmossiel3521	B23	orchard guard	recurring-background	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		book_copresence	Mack	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03522	Ashaelionhollowaria3522	B24	sonomancy listener	deep-background	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Solvaenkyr	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03523	Aeranorianbelldion3523	B25	tunnel witness	support	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		book_copresence	Dervish	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03524	Brenbrinnaraanoraen3524	B26	threshold mason	background	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03525	Brenaelgalenarel3525	B27	bookbinder	story	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03526	Aerdalenlarkaria3526	B28	bridge keeper	recurring-background	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03527	Brenaelglassaria3527	B29	market singer	deep-background	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03528	Aermaelorluthel3528	B30	glass forge worker	support	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03529	Ashanaramaelordion3529	B31	ripper survivor	background	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03530	Aermaelorianasharel3530	B32	map seller	story	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03531	Aerindraamarelle3531	B33	cellar cook	recurring-background	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Rylos (Rylos Vayne Johnson)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03532	Aeranorcoriabrooken3532	B01	triage helper	deep-background	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		biological_parent	Indalwin Willowjayce	mythic	Ursula is biological mother; karmic deity; wish-power origin.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03533	Aerindraluthivyiven3533	B02	faction runner	support	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		protective_response_to_transformation	Pip (Indalwin Willowjayce)	protective	Rolzen answers the shell and wing eruption with body-forward guardianship and combat adaptation, not withdrawal.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03534	Aerindraianbelliel3534	B03	wolf-road scout	background	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Ursula	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03535	Ashajoraanoramarael3535	B04	glyph apprentice	story	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		book_copresence	Mack	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03536	Ashaavelanorianen3536	B05	corridor child	recurring-background	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03537	Ashagalenlarkion3537	B06	field healer	deep-background	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03538	Aeranororchardael3538	B07	cavern farmer	support	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03539	Aermaeloramarivyaen3539	B08	garden watcher	background	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03540	Caelamarhaloren3540	B09	stone archivist	story	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03541	Aerdalenianaeldion3541	B10	orchard guard	recurring-background	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03542	Aerdalenluthashel3542	B11	sonomancy listener	deep-background	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03543	Aerdalenemberelle3543	B12	tunnel witness	support	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		lattice_avatar_support	Mack	mythic	The Dervish acts as lattice-avatar and threshold-support, bearing resurrection ground at the end.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03544	Aeranororchardel3544	B13	threshold mason	background	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		book_copresence	Solvaenkyr	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03545	Aeranorcoriaasharel3545	B14	bookbinder	story	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		book_copresence	Majiskii	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03546	Aeranoravel3546	B15	bridge keeper	recurring-background	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Rylos (Rylos Vayne Johnson)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03547	Aerindrabrookiel3547	B16	market singer	deep-background	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		book_copresence	Xethrolund	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03548	Aerfiraevaraivyelle3548	B17	glass forge worker	support	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03549	Aerdalenivyael3549	B18	ripper survivor	background	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03550	Brenaelgaleniel3550	B19	map seller	story	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03551	Ashaavelanorcoriael3551	B20	cellar cook	recurring-background	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03552	Aermaeloremberion3552	B21	triage helper	deep-background	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03553	Ashajoraanorluthion3553	B22	faction runner	support	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03554	Ashaelionemberiven3554	B23	wolf-road scout	background	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03555	Ashagalencairndion3555	B24	glyph apprentice	story	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Mack	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03556	Aeranorianemberiel3556	B25	corridor child	recurring-background	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		intuitive_geographic_bond	Lincoln County Coast	mythic	The oceanic dream is not symbolic; Oregon coastal water physically recognizes and claims Pip when touched.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03557	Aeranoramarivyel3557	B26	field healer	deep-background	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		co_protector	Xethrolund	mixed	Both become catastrophic counterforce engines when Pip is near collapse.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03558	Aerindraianaelaria3558	B27	cavern farmer	support	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Dervish	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03559	Caelcoriacrownarel3559	B28	garden watcher	background	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		book_copresence	Pip (Indalwin Willowjayce)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03560	Aermaelorianashion3560	B29	stone archivist	story	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03561	Brenbrinion3561	B30	orchard guard	recurring-background	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03562	Aerdalenluthgroveel3562	B31	sonomancy listener	deep-background	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03563	Aerdalenianaelael3563	B32	tunnel witness	support	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03564	Ashanarahollowdion3564	B33	threshold mason	background	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03565	Aermaelordria3565	B01	bookbinder	story	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03566	Aerfiraianashaen3566	B02	bridge keeper	recurring-background	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03567	Aerfiragroveel3567	B03	market singer	deep-background	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Pip (Indalwin Willowjayce)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03568	Aerindraamaremberel3568	B04	glass forge worker	support	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		forced_metamorphosis	Onondaga geode shell	mythic	The dragon-shell geode hardens against rescue attempts because the event must finish internally; it is a metamorphic chamber, not an obstacle.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03569	Ashajoraemberael3569	B05	ripper survivor	background	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		book_copresence	Dervish	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03570	Aerindraianbellion3570	B06	map seller	story	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Neith	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03571	Ashaelioncairnarel3571	B07	cellar cook	recurring-background	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		mother_harvester	Neith	corrosive	Neith created the Diamond and harvested through Rylos; accountability never erases the maternal wound.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03572	Ashaavelaria3572	B08	triage helper	deep-background	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03573	Aerdalenamarfenael3573	B09	faction runner	support	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03574	Ashaelionaria3574	B10	wolf-road scout	background	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03575	Ashaavelindraianiel3575	B11	glyph apprentice	story	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03576	Ashagalencairniel3576	B12	corridor child	recurring-background	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03577	Aermaelorianbrinael3577	B13	field healer	deep-background	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03578	Caelamarashdria3578	B14	cavern farmer	support	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03579	Aerindramarrowarel3579	B15	garden watcher	background	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Solvaenkyr	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03580	Aeranoriangrovedion3580	B16	stone archivist	story	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		book_copresence	Neith	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03581	Aerindramirearel3581	B17	orchard guard	recurring-background	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		book_copresence	Mack	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03582	Aerindraluthbriniel3582	B18	sonomancy listener	deep-background	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Rylos (Rylos Vayne Johnson)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03583	Ashaavelanoriandria3583	B19	tunnel witness	support	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		book_copresence	Xethrolund	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03584	Aerfiraluthbrinen3584	B20	threshold mason	background	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03585	Aeranorianmirearia3585	B21	bookbinder	story	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03586	Aerindracrownel3586	B22	bridge keeper	recurring-background	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03587	Brenaelavelfiraaen3587	B23	market singer	deep-background	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03588	Ashajoraanorarel3588	B24	glass forge worker	support	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03589	Darodaleniel3589	B25	ripper survivor	background	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03590	Aerdalencoriamossen3590	B26	map seller	story	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03591	Aerfiraevaraglassen3591	B27	cellar cook	recurring-background	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Xethrolund	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03592	Aeranorcrowndion3592	B28	triage helper	deep-background	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		book_copresence	Dervish	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03593	Caelamarbrinarel3593	B29	faction runner	support	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		protective_response_to_transformation	Pip (Indalwin Willowjayce)	protective	Rolzen answers the shell and wing eruption with body-forward guardianship and combat adaptation, not withdrawal.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03594	Aerfiraemberen3594	B30	wolf-road scout	background	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Pip (Indalwin Willowjayce)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03595	Ashajoramireen3595	B31	glyph apprentice	story	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		book_copresence	Rolzen	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03596	Aeranorevaraaelelle3596	B32	corridor child	recurring-background	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC03597	Aerindracinderen3597	B33	field healer	deep-background	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
