monster_code	common_name	neo_scientific_name	story_corridor	state	county_anchor	anchor_city	life_domain	base_american_anchor	anchor_scientific_name	wowas_zone_fit	landscape_pressure	american_myth_register	microbiology_register	source_media_register_1	source_media_register_2	source_media_register_3	source_media_register_4	source_trait_stack	pressure_split	encounter_threat_tier	fight_pattern	morph_description	behavior_in_world	ecological_function	danger_to_humans	edge_of_seat_hook	quest_or_scene_use	generator_notes
wowas::warren_county_fungus_01	Vicksburg Tail	Phallarcov grypha	mississippi_retreat	Mississippi	Warren County	Vicksburg / Crater Reach	fungus	turkey tail	Trametes versicolor	zone::crater_return	bluff roads, cratered earth, river fog, artillery scars, drowned hardwoods	lantern rot	mycorrhizal network	Jason Voorhees	Drizzt Do'Urden	Tasslehoff Burrfoot		relentless arrival and implacable pressure; underground precision and lonely honor; curiosity ignoring danger boundaries	unstable_mixed_field	moderate	mycelial burst from dead ground	American turkey tail reimagined through Jason Voorhees, Drizzt Do'Urden, and Tasslehoff Burrfoot; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	rot, bloom, and hallucination pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Use in retreat, crater, and shadow-ordeal scenes where the ground itself becomes witness.	Focus hardcore on Warren County, Mississippi travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::warren_county_fungus_02	Grave-Mire Stinkhorn	Pleuroatlant ferox	mississippi_retreat	Mississippi	Warren County	Vicksburg / Crater Reach	fungus	oyster mushroom	Pleurotus ostreatus	zone::crater_return	bluff roads, cratered earth, river fog, artillery scars, drowned hardwoods	chalk widow	spore cloud exchange	Roseanne	Gromph Baenre	Kimmy Gibbler		working-class endurance and hard humor; cold shadow-intelligence and dangerous reach; chaotic familiarity and offbeat warmth	fear_by_stripping	moderate	rot-softening of footing and weapons	American oyster mushroom reimagined through Roseanne, Gromph Baenre, and Kimmy Gibbler; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	rot, bloom, and hallucination pressure	moderate; survivable with coordination, but punishing to the careless	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Use in retreat, crater, and shadow-ordeal scenes where the ground itself becomes witness.	Focus hardcore on Warren County, Mississippi travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::warren_county_microbe_01	Bluff Colony	Spormatri viridis	mississippi_retreat	Mississippi	Warren County	Vicksburg / Crater Reach	microbe	biofilm colony	mixed biofilm	zone::crater_return	bluff roads, cratered earth, river fog, artillery scars, drowned hardwoods	hunger consortium	extremophile lattice	Hermione Granger	Natsu	Kimmy Gibbler		analytic patterning and prepared response; explosive heat and protective combustion; chaotic familiarity and offbeat warmth	wonder_from_wreckage	moderate	field contamination and fever spike	American biofilm colony reimagined through Hermione Granger, Natsu, and Kimmy Gibbler; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	invisible contamination and field pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in retreat, crater, and shadow-ordeal scenes where the ground itself becomes witness.	Focus hardcore on Warren County, Mississippi travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::warren_county_microbe_02	Lemon-lure Mat	Sporyeast lucens	mississippi_retreat	Mississippi	Warren County	Vicksburg / Crater Reach	microbe	yeast bloom	wild yeast	zone::crater_return	bluff roads, cratered earth, river fog, artillery scars, drowned hardwoods	hunger consortium	biofilm colony	Gromph Baenre	Professor McGonagall	Tasslehoff Burrfoot		cold shadow-intelligence and dangerous reach; identity-through-transformation discipline; curiosity ignoring danger boundaries	unstable_mixed_field	severe	invisible colony pressure	American yeast bloom reimagined through Gromph Baenre, Professor McGonagall, and Tasslehoff Burrfoot; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	invisible contamination and field pressure	severe; the fight changes terrain and can break a party if they hesitate	The encounter can help one member survive while putting another in worse danger.	Use in retreat, crater, and shadow-ordeal scenes where the ground itself becomes witness.	Focus hardcore on Warren County, Mississippi travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::warren_county_stone_01	Lemon-glaer Selenite	Agatibasalti fracta	mississippi_retreat	Mississippi	Warren County	Vicksburg / Crater Reach	stone	selenite	Selenite	zone::crater_return	bluff roads, cratered earth, river fog, artillery scars, drowned hardwoods	grave geode	moonmilk bacterium	Gray Fullbuster	Tasslehoff Burrfoot	Freddy Krueger		ice-veined control and restraint; curiosity ignoring danger boundaries; dream-penetration and intimate threat	fear_by_stripping	severe	weight-lock threshold crush	American selenite reimagined through Gray Fullbuster, Tasslehoff Burrfoot, and Freddy Krueger; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	terrain, threshold, and witness pressure	severe; the fight changes terrain and can break a party if they hesitate	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Use in retreat, crater, and shadow-ordeal scenes where the ground itself becomes witness.	Focus hardcore on Warren County, Mississippi travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_mammal_01	Marsh-Mire Hound	Vitraferro grypha	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	mammal	white-tailed deer	Odocoileus virginianus	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	jackalope register	biofilm persistence	Joey Tribbiani	Michael Jackson	Hermione Granger		social boldness and shameless appetite; precision broadcast and impossible rhythm; analytic patterning and prepared response	fear_by_stripping	severe	pack misdirection and pounce	American white-tailed deer reimagined through Joey Tribbiani, Michael Jackson, and Hermione Granger; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	mid-to-large fauna pressure anchor	severe; the fight changes terrain and can break a party if they hesitate	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_mammal_02	Bone-lure Cougar	Ferrociner lucens	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	mammal	cougar	Puma concolor	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	blue dog warning	biofilm persistence	Metallica	Apocalyptica	Natsu		storm-weight aggression and crushing drive; percussive cello violence and grave beauty; explosive heat and protective combustion	wonder_from_wreckage	severe	territorial charge through cover	American cougar reimagined through Metallica, Apocalyptica, and Natsu; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	mid-to-large fauna pressure anchor	severe; the fight changes terrain and can break a party if they hesitate	The danger comes from beauty turning decisive at the worst possible moment.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_bird_01	Boardwalk-Mire Lark	Glaeratlanti sinuata	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	bird	wild turkey	Meleagris gallopavo	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	dust-bowl ghost-light	gut mutualism	Menolly	Noelle Silva	Bad Santa		music as shelter and belonging; water nobility sharpened by pride; profane tenderness under rot	unstable_mixed_field	moderate	circling omen strike pattern	American wild turkey reimagined through Menolly, Noelle Silva, and Bad Santa; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	skyline omen and aerial pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_bird_02	Shadow-boardwalk Crow	Arcovsuffol vigil	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	bird	American crow	Corvus brachyrhynchos	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	crow funeral saint	gut mutualism	Freddy Krueger	Sarah Evans	Tasslehoff Burrfoot	Erza Scarlet	dream-penetration and intimate threat; open-throated country ache and lift; curiosity ignoring danger boundaries; armored love and overwhelming force	unstable_mixed_field	moderate	vertical dive and sonic panic	American American crow reimagined through Freddy Krueger, Sarah Evans, Tasslehoff Burrfoot, and Erza Scarlet; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	skyline omen and aerial pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_reptile_01	Shadow-salt Snake	Saurokla cerula	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	reptile	box turtle	Terrapene carolina	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	river devil	gut mutualism	Freddy Krueger	Asta	Zohan	Stitch	dream-penetration and intimate threat; grit and refusal to yield; foolish swagger covering real care; engineered ferocity choosing attachment	wonder_from_wreckage	severe	heat-lie stillness into violent snap	American box turtle reimagined through Freddy Krueger, Asta, Zohan, and Stitch; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	threshold heat and patience pressure	severe; the fight changes terrain and can break a party if they hesitate	The danger comes from beauty turning decisive at the worst possible moment.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_amphibian_01	Harvest Frog	Silenecho fracta	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	amphibian	western chorus frog	Pseudacris triseriata	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	rain child	skin symbiont bloom	Freddy Krueger	Gromph Baenre	Erza Scarlet		dream-penetration and intimate threat; cold shadow-intelligence and dangerous reach; armored love and overwhelming force	wonder_from_wreckage	moderate	bog leap and pull-under	American western chorus frog reimagined through Freddy Krueger, Gromph Baenre, and Erza Scarlet; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	water-edge swarm and slick pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_fish_01	Casino Bass	Cantoarcov fracta	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	fish	smallmouth bass	Micropterus dolomieu	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	catfish prophet	cold-current consortium	Professor McGonagall	Joey Tribbiani	Tommy Pickles		identity-through-transformation discipline; social boldness and shameless appetite; feral childhood nerve and opportunism	wonder_from_wreckage	moderate	water burst and drag-down	American smallmouth bass reimagined through Professor McGonagall, Joey Tribbiani, and Tommy Pickles; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	current and undertow pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_insect_01	Tunnel Dragonfly	Myrmelampy tenebris	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	insect	cicada	Magicicada spp.	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	prairie trumpet	pollen yeasts	Michael Jackson	Jason Stackhouse	Asta	Gray Fullbuster	precision broadcast and impossible rhythm; body-forward sincerity and reckless warmth; grit and refusal to yield; ice-veined control and restraint	unstable_mixed_field	moderate	cloud harassment and sensory overload	American cicada reimagined through Michael Jackson, Jason Stackhouse, Asta, and Gray Fullbuster; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	swarm, pollination, and sensory harassment pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_insect_02	Marsh Wasp	Lampycicad sinuata	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	insect	firefly	Lampyridae	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	field witch	pollen yeasts	Noelle Silva	Zohan	Apocalyptica		water nobility sharpened by pride; foolish swagger covering real care; percussive cello violence and grave beauty	wonder_from_wreckage	moderate	nest defense with escalating numbers	American firefly reimagined through Noelle Silva, Zohan, and Apocalyptica; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	swarm, pollination, and sensory harassment pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_arachnid_01	Harvest-Thorn Weaver	Saltisuffol fracta	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	arachnid	fishing spider	Dolomedes spp.	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	storm spinner	salt-crust microbes	Zohan	Sarah Evans	Roseanne		foolish swagger covering real care; open-throated country ache and lift; working-class endurance and hard humor	fear_by_stripping	severe	ceiling-drop ambush	American fishing spider reimagined through Zohan, Sarah Evans, and Roseanne; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	web, ceiling, and ambush pressure	severe; the fight changes terrain and can break a party if they hesitate	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_arachnid_02	Dust-gleam Weaver	Dolomesuffol viridis	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	arachnid	harvestman	Opiliones	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	cave haint	silk-associated biofilm	Professor McGonagall	Erza Scarlet	Elle Woods		identity-through-transformation discipline; armored love and overwhelming force; disarming brightness with hidden steel	wonder_from_wreckage	severe	web geometry and vision trap	American harvestman reimagined through Professor McGonagall, Erza Scarlet, and Elle Woods; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	web, ceiling, and ambush pressure	severe; the fight changes terrain and can break a party if they hesitate	The danger comes from beauty turning decisive at the worst possible moment.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_arthropod_01	Lamp-Eyed-Dust Cricket	Diplopatlant fracta	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	arthropod	camel cricket	Rhaphidophoridae	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	broadcaster trickster	shell bacteria	Kimmy Gibbler	Bad Santa	Nemesis		chaotic familiarity and offbeat warmth; profane tenderness under rot; bulldozing pursuit through chaos	fear_by_stripping	severe	shell-rattle attrition	American camel cricket reimagined through Kimmy Gibbler, Bad Santa, and Nemesis; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	rattle-shell and burrow pressure	severe; the fight changes terrain and can break a party if they hesitate	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_arthropod_02	Salt-Glaer Millipede	Rhaphidchilo cantor	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	arthropod	giant water bug	Belostomatidae	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	mirror crawler	road dust extremophiles	Drizzt Do'Urden	Bad Santa	Menolly		underground precision and lonely honor; profane tenderness under rot; music as shelter and belonging	unstable_mixed_field	severe	shock-snap distraction	American giant water bug reimagined through Drizzt Do'Urden, Bad Santa, and Menolly; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	rattle-shell and burrow pressure	severe; the fight changes terrain and can break a party if they hesitate	The encounter can help one member survive while putting another in worse danger.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_flora_01	Tunnel Switchgrass	Typhauniol mirata	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	flora	switchgrass	Panicum virgatum	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	grave-vine preacher	root fungal barter	Menolly	Lindsey Stirling	Elle Woods		music as shelter and belonging; knife-clean transitions and kinetic string line; disarming brightness with hidden steel	unstable_mixed_field	moderate	spore lure around shelter	American switchgrass reimagined through Menolly, Lindsey Stirling, and Elle Woods; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	shelter and snare pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_flora_02	Halo-dust Cattail	Panicartem tenebris	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	flora	cattail	Typha latifolia	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	thorn mother	yeast bloom	Freddy Krueger	Lacuna Coil	Sarah Evans	Bad Santa	dream-penetration and intimate threat; gothic split-voice beauty and dread; open-throated country ache and lift; profane tenderness under rot	unstable_mixed_field	moderate	thorn-wall enclosure	American cattail reimagined through Freddy Krueger, Lacuna Coil, Sarah Evans, and Bad Santa; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	shelter and snare pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_fungus_01	Ash-tunnel Morel	Mycestramet cerula	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	fungus	stinkhorn	Phallaceae	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	choir mold	mycorrhizal network	Lindsey Stirling	Joey Tribbiani	Erza Scarlet		knife-clean transitions and kinetic string line; social boldness and shameless appetite; armored love and overwhelming force	unstable_mixed_field	moderate	mycelial burst from dead ground	American stinkhorn reimagined through Lindsey Stirling, Joey Tribbiani, and Erza Scarlet; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	rot, bloom, and hallucination pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_fungus_02	Tide-glaer Morel	Amanitmorch cerula	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	fungus	toadstool	Amanita spp.	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	under-root saint	mycorrhizal network	Lindsey Stirling	Michael Jackson	Elle Woods		knife-clean transitions and kinetic string line; precision broadcast and impossible rhythm; disarming brightness with hidden steel	unstable_mixed_field	moderate	mycelial burst from dead ground	American toadstool reimagined through Lindsey Stirling, Michael Jackson, and Elle Woods; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	rot, bloom, and hallucination pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_microbe_01	Lamp-Eyed-Choir Bloom	Matriyeast cantor	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	microbe	spore consortium	mixed spores	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	ghost bloom	biofilm colony	Michael Jackson	Tommy Pickles	Lacuna Coil	Jason Voorhees	precision broadcast and impossible rhythm; feral childhood nerve and opportunism; gothic split-voice beauty and dread; relentless arrival and implacable pressure	unstable_mixed_field	severe	field contamination and fever spike	American spore consortium reimagined through Michael Jackson, Tommy Pickles, Lacuna Coil, and Jason Voorhees; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	invisible contamination and field pressure	severe; the fight changes terrain and can break a party if they hesitate	The encounter can help one member survive while putting another in worse danger.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_microbe_02	Tide-marsh Mat	Matrialgol tenebris	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	microbe	bacterial mat	mixed bacterial mat	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	hunger consortium	biofilm colony	Gray Fullbuster	Lindsey Stirling	Lucy Heartfilia		ice-veined control and restraint; knife-clean transitions and kinetic string line; radiant summoning poise	wonder_from_wreckage	moderate	invisible colony pressure	American bacterial mat reimagined through Gray Fullbuster, Lindsey Stirling, and Lucy Heartfilia; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	invisible contamination and field pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::atlantic_county_stone_01	Shadow-boardwalk Selenite	Agatiozark mirata	east_coast_harvest_front	New Jersey	Atlantic County	Atlantic City / Marsh Front	stone	selenite	Selenite	zone::harvest_front	boardwalk rot, salt marsh channels, casino skeletons, stormwater tunnels	choir crystal	mineral biofilm	Yuno	Charmy	Gromph Baenre		cold precision under grace; nourishment-driven volatility; cold shadow-intelligence and dangerous reach	fear_by_stripping	severe	terrain reconfiguration under pressure	American selenite reimagined through Yuno, Charmy, and Gromph Baenre; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	terrain, threshold, and witness pressure	severe; the fight changes terrain and can break a party if they hesitate	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Atlantic County, New Jersey travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::suffolk_county_mammal_01	Glaer-thorn Loper	Ferrociner vigil	east_coast_harvest_front	New York	Suffolk County	Long Island / Outer Harvest Front	mammal	coyote	Canis latrans	zone::harvest_front	dune grass, snapped suburb lines, ferry slips, pine barrens ash	blue dog warning	biofilm persistence	Hermione Granger	Nemesis	Gray Fullbuster	Drizzt Do'Urden	analytic patterning and prepared response; bulldozing pursuit through chaos; ice-veined control and restraint; underground precision and lonely honor	unstable_mixed_field	severe	pack misdirection and pounce	American coyote reimagined through Hermione Granger, Nemesis, Gray Fullbuster, and Drizzt Do'Urden; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	mid-to-large fauna pressure anchor	severe; the fight changes terrain and can break a party if they hesitate	The encounter can help one member survive while putting another in worse danger.	Reference as harvest-front species in refugee memory, aftermath rumor, and any east-coast flashback.	Focus hardcore on Suffolk County, New York travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
