character_code	canonical_name	book_num	book_title	timeline_band_code	first_active_scene	last_active_scene	activity_mode	narrative_tier	quest_role	faction	role_summary	region_code	dimension_overlay	peril_state	transformation_state	book_function_notes	source_basis
wowas::majiskii_great_dane	Majiskii	18	Strange Gravity	B18			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	neith_border_silence_realms	none	active	stable	Rylos hears of Pip's abduction. Launches independent rescue mission. | Xethrolund hears of Pip's abduction. Calculates. Moves. | They encounter each other. Fight. Devastating. Both.	character_registry
wowas::majiskii_great_dane	Majiskii	18	Strange Gravity	B18			companion_presence	core	party_core	none	anchor / daughter-dog / uncanny witness	missouri_cave_state	none	elevated	stable	After the shell eruption, cave-state travel and aftermath pressure keep the group inside stone-memory and dragon-shell consequences. Majiskii treats pregnancy and gestation-adjacent states as obvious, and meets the shell event with bored interest rather than panic.	author_locked_corridor_extension
wowas::neith_architect_mother	Neith	18	Strange Gravity	B18			active	core	opposition	none	foundational architect villain / Rylos' mother	neith_border_silence_realms	none	active	stable	Rylos hears of Pip's abduction. Launches independent rescue mission. | Xethrolund hears of Pip's abduction. Calculates. Moves. | They encounter each other. Fight. Devastating. Both.	character_registry
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	18	Strange Gravity	B18	B18_M001	B18_M060	active	core	party_core	none	protagonist / sonomancer / world-maker	neith_border_silence_realms	neith_realm	active	stable	Rylos hears of Pip's abduction. Launches independent rescue mission. | Xethrolund hears of Pip's abduction. Calculates. Moves. | They encounter each other. Fight. Devastating. Both.	placement_by_book
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	18	Strange Gravity	B18			active	core	party_core	none	protagonist / sonomancer / world-maker	missouri_cave_state	none	elevated	stone-wing adaptive	After the shell eruption, cave-state travel and aftermath pressure keep the group inside stone-memory and dragon-shell consequences. Pip's geode material becomes laminar wing-feathers rather than soft plumage; the wings are made of whatever energy he is incorporating.	author_locked_corridor_extension
wowas::rolzen_warrior_anchor	Rolzen	18	Strange Gravity	B18			active	core	party_core	none	warrior / healing arc / flux field teacher	neith_border_silence_realms	neith_realm	active	healing_from_ripper_damage	Rylos hears of Pip's abduction. Launches independent rescue mission. | Xethrolund hears of Pip's abduction. Calculates. Moves. | They encounter each other. Fight. Devastating. Both.	placement_by_book
wowas::rolzen_warrior_anchor	Rolzen	18	Strange Gravity	B18			active	core	party_core	none	warrior / healing arc / flux field teacher	missouri_cave_state	none	elevated	stable	After the shell eruption, cave-state travel and aftermath pressure keep the group inside stone-memory and dragon-shell consequences. Rolzen reads the transformation as embodied truth and reacts with explosive physical guardianship rather than abstraction.	author_locked_corridor_extension
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	18	Strange Gravity	B18	B18_001	B18_R0527	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	neith_border_silence_realms	neith_realm	active	stable	Rylos hears of Pip's abduction. Launches independent rescue mission. | Xethrolund hears of Pip's abduction. Calculates. Moves. | They encounter each other. Fight. Devastating. Both.	placement_by_book
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	18	Strange Gravity	B18			active	core	opposition	none	accountability arc / mirror pressure / impossible bond participant	missouri_cave_state	none	elevated	stable	After the shell eruption, cave-state travel and aftermath pressure keep the group inside stone-memory and dragon-shell consequences. Rylos is present within the party pressure even when his emotional vector is unstable and self-dividing.	author_locked_corridor_extension
wowas::solvaenkyr_faithfixer	Solvaenkyr	18	Strange Gravity	B18	B18_M003	B18_M059	active	major_recurring	major_recurring	none (Diamond-era classmate)	Faith-Fixer / wraith-state endpoint	neith_border_silence_realms	none	active	stable	Rylos hears of Pip's abduction. Launches independent rescue mission. | Xethrolund hears of Pip's abduction. Calculates. Moves. | They encounter each other. Fight. Devastating. Both.	scene_index_inference
wowas::ursula_cosmic_mother	Ursula	18	Strange Gravity	B18			active	core	major_recurring	none	biological mother / cosmic anchor	neith_border_silence_realms	none	active	stable	Rylos hears of Pip's abduction. Launches independent rescue mission. | Xethrolund hears of Pip's abduction. Calculates. Moves. | They encounter each other. Fight. Devastating. Both.	character_registry
wowas::xethrolund_papi	Xethrolund	18	Strange Gravity	B18	B18_002	B18_R0528	active	core	party_core	none	librarian / guide / love interest	neith_border_silence_realms	neith_realm	active	stable	Rylos hears of Pip's abduction. Launches independent rescue mission. | Xethrolund hears of Pip's abduction. Calculates. Moves. | They encounter each other. Fight. Devastating. Both.	placement_by_book
wowas::xethrolund_papi	Xethrolund	18	Strange Gravity	B18			active	core	party_core	none	librarian / glyph tactician / love interest	missouri_cave_state	none	elevated	stable	After the shell eruption, cave-state travel and aftermath pressure keep the group inside stone-memory and dragon-shell consequences. Xethrolund approaches the shell and wing event as coded reality that still refuses simple explanation.	author_locked_corridor_extension
wowas::zaz_revelator	Zaz	18	Strange Gravity	B18			active	major_recurring	party_core	none	aggressive humorous revelator / says what Pip overlooks	missouri_cave_state	none	elevated	stable	After the shell eruption, cave-state travel and aftermath pressure keep the group inside stone-memory and dragon-shell consequences. Zaz voices the side-beauty, absurdity, and emotional spill Pip is too narrowed to notice.	author_locked_corridor_extension
wowas::daisy_may_great_dane	Daisy May	19	The Cracking Core	B19	B19_S084	B19_R0520	companion_presence	core	party_core	none	unconditional anchor	late_world_thresholds	none	elevated	stable	Pip/Rolzen escape trajectory intersects with Rylos/Xeth search. | Mack's grotesque form approaching recognizable again. | Neith's architecture fully understood by the cast.	placement_by_book
wowas::daisy_may_great_dane	Daisy May	19	The Cracking Core	B19			companion_presence	core	party_core	none	unconditional anchor	oklahoma_city_return	none	elevated	stable	The Missouri-to-Oklahoma corridor folds the cave-state metamorphosis back into red-dirt urban survivor density and thunder-glass consequence. Daisy May remains calm around the shell and geode-wing event because she reads it as belonging rather than catastrophe.	author_locked_corridor_extension
wowas::dervish_cosmic_entity	Dervish	19	The Cracking Core	B19			active	core	major_recurring	none	cosmic corrective force	late_world_thresholds	none	elevated	stable	Pip/Rolzen escape trajectory intersects with Rylos/Xeth search. | Mack's grotesque form approaching recognizable again. | Neith's architecture fully understood by the cast.	character_registry
wowas::mack_willow_father	Mack	19	The Cracking Core	B19	B19_002	B19_R0509	active	core	major_recurring	none	guardian / biological father / planetary anchor	late_world_thresholds	none	elevated	grotesque_to_returning	Pip/Rolzen escape trajectory intersects with Rylos/Xeth search. | Mack's grotesque form approaching recognizable again. | Neith's architecture fully understood by the cast.	placement_by_book
wowas::majiskii_great_dane	Majiskii	19	The Cracking Core	B19			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	late_world_thresholds	none	elevated	stable	Pip/Rolzen escape trajectory intersects with Rylos/Xeth search. | Mack's grotesque form approaching recognizable again. | Neith's architecture fully understood by the cast.	placement_by_book
wowas::majiskii_great_dane	Majiskii	19	The Cracking Core	B19			companion_presence	core	party_core	none	anchor / daughter-dog / uncanny witness	oklahoma_city_return	none	elevated	stable	The Missouri-to-Oklahoma corridor folds the cave-state metamorphosis back into red-dirt urban survivor density and thunder-glass consequence. Majiskii treats pregnancy and gestation-adjacent states as obvious, and meets the shell event with bored interest rather than panic.	author_locked_corridor_extension
wowas::neith_architect_mother	Neith	19	The Cracking Core	B19			active	core	opposition	none	foundational architect villain / Rylos' mother	late_world_thresholds	none	elevated	stable	Pip/Rolzen escape trajectory intersects with Rylos/Xeth search. | Mack's grotesque form approaching recognizable again. | Neith's architecture fully understood by the cast.	placement_by_book
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	19	The Cracking Core	B19	B19_M001	B19_M060	active	core	party_core	none	protagonist / sonomancer / world-maker	late_world_thresholds	none	elevated	stable	Pip/Rolzen escape trajectory intersects with Rylos/Xeth search. | Mack's grotesque form approaching recognizable again. | Neith's architecture fully understood by the cast.	placement_by_book
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	19	The Cracking Core	B19			active	core	party_core	none	protagonist / sonomancer / world-maker	oklahoma_city_return	none	elevated	stone-wing adaptive	The Missouri-to-Oklahoma corridor folds the cave-state metamorphosis back into red-dirt urban survivor density and thunder-glass consequence. Pip's geode material becomes laminar wing-feathers rather than soft plumage; the wings are made of whatever energy he is incorporating.	author_locked_corridor_extension
wowas::rolzen_warrior_anchor	Rolzen	19	The Cracking Core	B19			active	core	party_core	none	warrior / healing arc / flux field teacher	late_world_thresholds	none	elevated	healing_from_ripper_damage	Pip/Rolzen escape trajectory intersects with Rylos/Xeth search. | Mack's grotesque form approaching recognizable again. | Neith's architecture fully understood by the cast.	placement_by_book
wowas::rolzen_warrior_anchor	Rolzen	19	The Cracking Core	B19			active	core	party_core	none	warrior / healing arc / flux field teacher	oklahoma_city_return	none	elevated	stable	The Missouri-to-Oklahoma corridor folds the cave-state metamorphosis back into red-dirt urban survivor density and thunder-glass consequence. Rolzen reads the transformation as embodied truth and reacts with explosive physical guardianship rather than abstraction.	author_locked_corridor_extension
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	19	The Cracking Core	B19	B19_M003	B19_M060	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	late_world_thresholds	none	elevated	stable	Pip/Rolzen escape trajectory intersects with Rylos/Xeth search. | Mack's grotesque form approaching recognizable again. | Neith's architecture fully understood by the cast.	placement_by_book
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	19	The Cracking Core	B19			active	core	opposition	none	accountability arc / mirror pressure / impossible bond participant	oklahoma_city_return	none	elevated	stable	The Missouri-to-Oklahoma corridor folds the cave-state metamorphosis back into red-dirt urban survivor density and thunder-glass consequence. Rylos is present within the party pressure even when his emotional vector is unstable and self-dividing.	author_locked_corridor_extension
wowas::ursula_cosmic_mother	Ursula	19	The Cracking Core	B19	B19_M001	B19_M059	active	core	major_recurring	none	biological mother / cosmic anchor	late_world_thresholds	none	elevated	stable	Pip/Rolzen escape trajectory intersects with Rylos/Xeth search. | Mack's grotesque form approaching recognizable again. | Neith's architecture fully understood by the cast.	scene_index_inference
wowas::xethrolund_papi	Xethrolund	19	The Cracking Core	B19			active	core	party_core	none	librarian / guide / love interest	late_world_thresholds	none	elevated	stable	Pip/Rolzen escape trajectory intersects with Rylos/Xeth search. | Mack's grotesque form approaching recognizable again. | Neith's architecture fully understood by the cast.	placement_by_book
wowas::xethrolund_papi	Xethrolund	19	The Cracking Core	B19			active	core	party_core	none	librarian / glyph tactician / love interest	oklahoma_city_return	none	elevated	stable	The Missouri-to-Oklahoma corridor folds the cave-state metamorphosis back into red-dirt urban survivor density and thunder-glass consequence. Xethrolund approaches the shell and wing event as coded reality that still refuses simple explanation.	author_locked_corridor_extension
wowas::zaz_revelator	Zaz	19	The Cracking Core	B19			active	major_recurring	party_core	none	aggressive humorous revelator / says what Pip overlooks	oklahoma_city_return	none	elevated	stable	The Missouri-to-Oklahoma corridor folds the cave-state metamorphosis back into red-dirt urban survivor density and thunder-glass consequence. Zaz voices the side-beauty, absurdity, and emotional spill Pip is too narrowed to notice.	author_locked_corridor_extension
wowas::daisy_may_great_dane	Daisy May	20	The Beforemath	B20	B20_S084	B20_R0400	companion_presence	core	party_core	none	unconditional anchor	late_world_thresholds	none	elevated	stable	Rolzen fully restored. All scars gone. | Pip/Xethrolund relationship deepened. 400 years earned this. | Rylos' accountability arc in current form.	scene_index_inference
wowas::dervish_cosmic_entity	Dervish	20	The Beforemath	B20			active	core	major_recurring	none	cosmic corrective force	late_world_thresholds	none	elevated	stable	Rolzen fully restored. All scars gone. | Pip/Xethrolund relationship deepened. 400 years earned this. | Rylos' accountability arc in current form.	character_registry
wowas::mack_willow_father	Mack	20	The Beforemath	B20	B20_S112	B20_R0379	active	core	major_recurring	none	guardian / biological father / planetary anchor	late_world_thresholds	none	elevated	grotesque_to_returning	Rolzen fully restored. All scars gone. | Pip/Xethrolund relationship deepened. 400 years earned this. | Rylos' accountability arc in current form.	scene_index_inference
wowas::majiskii_great_dane	Majiskii	20	The Beforemath	B20	B20_106	B20_R0390	companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	late_world_thresholds	none	elevated	stable	Rolzen fully restored. All scars gone. | Pip/Xethrolund relationship deepened. 400 years earned this. | Rylos' accountability arc in current form.	scene_index_inference
wowas::neith_architect_mother	Neith	20	The Beforemath	B20			active	core	opposition	none	foundational architect villain / Rylos' mother	late_world_thresholds	none	elevated	stable	Rolzen fully restored. All scars gone. | Pip/Xethrolund relationship deepened. 400 years earned this. | Rylos' accountability arc in current form.	character_registry
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	20	The Beforemath	B20	B20_M001	B20_M060	active	core	party_core	none	protagonist / sonomancer / world-maker	late_world_thresholds	none	elevated	stable	Rolzen fully restored. All scars gone. | Pip/Xethrolund relationship deepened. 400 years earned this. | Rylos' accountability arc in current form.	scene_index_inference
wowas::rolzen_warrior_anchor	Rolzen	20	The Beforemath	B20	B20_001	B20_R0389	active	core	party_core	none	warrior / healing arc / flux field teacher	late_world_thresholds	none	elevated	healing_from_ripper_damage	Rolzen fully restored. All scars gone. | Pip/Xethrolund relationship deepened. 400 years earned this. | Rylos' accountability arc in current form.	scene_index_inference
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	20	The Beforemath	B20	B20_M001	B20_M059	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	late_world_thresholds	none	elevated	stable	Rolzen fully restored. All scars gone. | Pip/Xethrolund relationship deepened. 400 years earned this. | Rylos' accountability arc in current form.	scene_index_inference
wowas::ursula_cosmic_mother	Ursula	20	The Beforemath	B20	B20_M001	B20_M058	active	core	major_recurring	none	biological mother / cosmic anchor	late_world_thresholds	none	elevated	stable	Rolzen fully restored. All scars gone. | Pip/Xethrolund relationship deepened. 400 years earned this. | Rylos' accountability arc in current form.	scene_index_inference
wowas::xethrolund_papi	Xethrolund	20	The Beforemath	B20	B20_M003	B20_M060	active	core	party_core	none	librarian / guide / love interest	late_world_thresholds	none	elevated	stable	Rolzen fully restored. All scars gone. | Pip/Xethrolund relationship deepened. 400 years earned this. | Rylos' accountability arc in current form.	scene_index_inference
wowas::daisy_may_great_dane	Daisy May	21	The Final Descent	B21	B21_S084	B21_R0545	companion_presence	core	party_core	none	unconditional anchor	late_world_thresholds	none	elevated	stable	Rippers' last offensive. Pip refuses. Physically. Totally. Publicly. | Mack recognized again — close enough. The long arc reaches its point. | Ursula stirs. Amethyst geode pulses.	scene_index_inference
wowas::dervish_cosmic_entity	Dervish	21	The Final Descent	B21			active	core	major_recurring	none	cosmic corrective force	late_world_thresholds	none	elevated	stable	Rippers' last offensive. Pip refuses. Physically. Totally. Publicly. | Mack recognized again — close enough. The long arc reaches its point. | Ursula stirs. Amethyst geode pulses.	character_registry
wowas::mack_willow_father	Mack	21	The Final Descent	B21	B21_S112	B21_R0548	active	core	major_recurring	none	guardian / biological father / planetary anchor	late_world_thresholds	none	elevated	grotesque_to_returning	Rippers' last offensive. Pip refuses. Physically. Totally. Publicly. | Mack recognized again — close enough. The long arc reaches its point. | Ursula stirs. Amethyst geode pulses.	scene_index_inference
wowas::majiskii_great_dane	Majiskii	21	The Final Descent	B21			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	late_world_thresholds	none	elevated	stable	Rippers' last offensive. Pip refuses. Physically. Totally. Publicly. | Mack recognized again — close enough. The long arc reaches its point. | Ursula stirs. Amethyst geode pulses.	character_registry
wowas::neith_architect_mother	Neith	21	The Final Descent	B21			active	core	opposition	none	foundational architect villain / Rylos' mother	late_world_thresholds	none	elevated	stable	Rippers' last offensive. Pip refuses. Physically. Totally. Publicly. | Mack recognized again — close enough. The long arc reaches its point. | Ursula stirs. Amethyst geode pulses.	character_registry
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	21	The Final Descent	B21	B21_M001	B21_M060	active	core	party_core	none	protagonist / sonomancer / world-maker	late_world_thresholds	none	elevated	stable	Rippers' last offensive. Pip refuses. Physically. Totally. Publicly. | Mack recognized again — close enough. The long arc reaches its point. | Ursula stirs. Amethyst geode pulses.	scene_index_inference
wowas::rolzen_warrior_anchor	Rolzen	21	The Final Descent	B21	B21_106	B21_R0558	active	core	party_core	none	warrior / healing arc / flux field teacher	late_world_thresholds	none	elevated	stable	Rippers' last offensive. Pip refuses. Physically. Totally. Publicly. | Mack recognized again — close enough. The long arc reaches its point. | Ursula stirs. Amethyst geode pulses.	scene_index_inference
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	21	The Final Descent	B21	B21_M002	B21_M058	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	late_world_thresholds	none	elevated	stable	Rippers' last offensive. Pip refuses. Physically. Totally. Publicly. | Mack recognized again — close enough. The long arc reaches its point. | Ursula stirs. Amethyst geode pulses.	scene_index_inference
wowas::ursula_cosmic_mother	Ursula	21	The Final Descent	B21	B21_M001	B21_M057	active	core	major_recurring	none	biological mother / cosmic anchor	late_world_thresholds	none	elevated	stable	Rippers' last offensive. Pip refuses. Physically. Totally. Publicly. | Mack recognized again — close enough. The long arc reaches its point. | Ursula stirs. Amethyst geode pulses.	placement_by_book
wowas::xethrolund_papi	Xethrolund	21	The Final Descent	B21	B21_M003	B21_M059	active	core	party_core	none	librarian / guide / love interest	late_world_thresholds	none	elevated	stable	Rippers' last offensive. Pip refuses. Physically. Totally. Publicly. | Mack recognized again — close enough. The long arc reaches its point. | Ursula stirs. Amethyst geode pulses.	scene_index_inference
wowas::corveth_ashkoral_darkcurrent	Corveth Ash'Koral Dark-Current	22	The Last Open Gate	B22	B22_001	B22_R0503	active	major_recurring	major_recurring	Ash-Born	faction lieutenant / reckoning arc	late_world_thresholds	none	elevated	stable	Corveth's final reckoning completes. | Sorra's protocol formally established. | Wrenath's record complete through this point.	scene_index_inference
wowas::daisy_may_great_dane	Daisy May	22	The Last Open Gate	B22	B22_S084	B22_R0520	companion_presence	core	party_core	none	unconditional anchor	late_world_thresholds	none	elevated	stable	Corveth's final reckoning completes. | Sorra's protocol formally established. | Wrenath's record complete through this point.	scene_index_inference
wowas::dervish_cosmic_entity	Dervish	22	The Last Open Gate	B22			active	core	major_recurring	none	cosmic corrective force	late_world_thresholds	none	elevated	stable	Corveth's final reckoning completes. | Sorra's protocol formally established. | Wrenath's record complete through this point.	character_registry
wowas::mack_willow_father	Mack	22	The Last Open Gate	B22	B22_S112	B22_R0499	active	core	major_recurring	none	guardian / biological father / planetary anchor	late_world_thresholds	none	elevated	stable	Corveth's final reckoning completes. | Sorra's protocol formally established. | Wrenath's record complete through this point.	scene_index_inference
wowas::majiskii_great_dane	Majiskii	22	The Last Open Gate	B22			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	late_world_thresholds	none	elevated	stable	Corveth's final reckoning completes. | Sorra's protocol formally established. | Wrenath's record complete through this point.	character_registry
wowas::neith_architect_mother	Neith	22	The Last Open Gate	B22			active	core	opposition	none	foundational architect villain / Rylos' mother	late_world_thresholds	none	elevated	stable	Corveth's final reckoning completes. | Sorra's protocol formally established. | Wrenath's record complete through this point.	character_registry
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	22	The Last Open Gate	B22	B22_M001	B22_M060	active	core	party_core	none	protagonist / sonomancer / world-maker	late_world_thresholds	none	elevated	stable	Corveth's final reckoning completes. | Sorra's protocol formally established. | Wrenath's record complete through this point.	scene_index_inference
wowas::rolzen_warrior_anchor	Rolzen	22	The Last Open Gate	B22			active	core	party_core	none	warrior / healing arc / flux field teacher	late_world_thresholds	none	elevated	stable	Corveth's final reckoning completes. | Sorra's protocol formally established. | Wrenath's record complete through this point.	character_registry
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	22	The Last Open Gate	B22	B22_M004	B22_M060	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	late_world_thresholds	none	elevated	stable	Corveth's final reckoning completes. | Sorra's protocol formally established. | Wrenath's record complete through this point.	scene_index_inference
wowas::ursula_cosmic_mother	Ursula	22	The Last Open Gate	B22	B22_M001	B22_M058	active	core	major_recurring	none	biological mother / cosmic anchor	late_world_thresholds	none	elevated	stable	Corveth's final reckoning completes. | Sorra's protocol formally established. | Wrenath's record complete through this point.	scene_index_inference
wowas::wrenath_velthane_stillwater	Wrenath Vel'Thane Still-Water	22	The Last Open Gate	B22	B22_002	B22_R0504	active	major_recurring	major_recurring	Resonance	historian / diplomat / Santa Hat	late_world_thresholds	none	elevated	stable	Corveth's final reckoning completes. | Sorra's protocol formally established. | Wrenath's record complete through this point.	scene_index_inference
wowas::xethrolund_papi	Xethrolund	22	The Last Open Gate	B22	B22_M003	B22_M059	active	core	party_core	none	librarian / guide / love interest	late_world_thresholds	none	elevated	stable	Corveth's final reckoning completes. | Sorra's protocol formally established. | Wrenath's record complete through this point.	scene_index_inference
wowas::daisy_may_great_dane	Daisy May	23	The Final Resonance	B23	B23_S084	B23_R0592	companion_presence	core	party_core	none	unconditional anchor	late_world_thresholds	late_world_reconstitution	elevated	stable	Pip's sonomancy at full capacity. Encompasses all previous beats. | 42Hz everywhere — the book hears itself. | Xethrolund's emotional arc confirmed: he ran, he came, he arrived, he loves.	scene_index_inference
wowas::dervish_cosmic_entity	Dervish	23	The Final Resonance	B23			active	core	major_recurring	none	cosmic corrective force	late_world_thresholds	late_world_reconstitution	elevated	stable	Pip's sonomancy at full capacity. Encompasses all previous beats. | 42Hz everywhere — the book hears itself. | Xethrolund's emotional arc confirmed: he ran, he came, he arrived, he loves.	character_registry
wowas::mack_willow_father	Mack	23	The Final Resonance	B23	B23_S112	B23_R0595	active	core	major_recurring	none	guardian / biological father / planetary anchor	late_world_thresholds	late_world_reconstitution	elevated	stable	Pip's sonomancy at full capacity. Encompasses all previous beats. | 42Hz everywhere — the book hears itself. | Xethrolund's emotional arc confirmed: he ran, he came, he arrived, he loves.	scene_index_inference
wowas::majiskii_great_dane	Majiskii	23	The Final Resonance	B23			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	late_world_thresholds	late_world_reconstitution	elevated	stable	Pip's sonomancy at full capacity. Encompasses all previous beats. | 42Hz everywhere — the book hears itself. | Xethrolund's emotional arc confirmed: he ran, he came, he arrived, he loves.	character_registry
wowas::neith_architect_mother	Neith	23	The Final Resonance	B23			active	core	opposition	none	foundational architect villain / Rylos' mother	late_world_thresholds	late_world_reconstitution	elevated	stable	Pip's sonomancy at full capacity. Encompasses all previous beats. | 42Hz everywhere — the book hears itself. | Xethrolund's emotional arc confirmed: he ran, he came, he arrived, he loves.	placement_by_book
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	23	The Final Resonance	B23	B23_M001	B23_M060	active	core	party_core	none	protagonist / sonomancer / world-maker	late_world_thresholds	late_world_reconstitution	elevated	stable	Pip's sonomancy at full capacity. Encompasses all previous beats. | 42Hz everywhere — the book hears itself. | Xethrolund's emotional arc confirmed: he ran, he came, he arrived, he loves.	scene_index_inference
wowas::rolzen_warrior_anchor	Rolzen	23	The Final Resonance	B23			active	core	party_core	none	warrior / healing arc / flux field teacher	late_world_thresholds	late_world_reconstitution	elevated	stable	Pip's sonomancy at full capacity. Encompasses all previous beats. | 42Hz everywhere — the book hears itself. | Xethrolund's emotional arc confirmed: he ran, he came, he arrived, he loves.	character_registry
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	23	The Final Resonance	B23	B23_M004	B23_M060	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	late_world_thresholds	late_world_reconstitution	elevated	stable	Pip's sonomancy at full capacity. Encompasses all previous beats. | 42Hz everywhere — the book hears itself. | Xethrolund's emotional arc confirmed: he ran, he came, he arrived, he loves.	scene_index_inference
wowas::ursula_cosmic_mother	Ursula	23	The Final Resonance	B23	B23_M001	B23_M057	active	core	major_recurring	none	biological mother / cosmic anchor	late_world_thresholds	late_world_reconstitution	elevated	stable	Pip's sonomancy at full capacity. Encompasses all previous beats. | 42Hz everywhere — the book hears itself. | Xethrolund's emotional arc confirmed: he ran, he came, he arrived, he loves.	scene_index_inference
wowas::xethrolund_papi	Xethrolund	23	The Final Resonance	B23	B23_M003	B23_M059	active	core	party_core	none	librarian / guide / love interest	late_world_thresholds	late_world_reconstitution	elevated	stable	Pip's sonomancy at full capacity. Encompasses all previous beats. | 42Hz everywhere — the book hears itself. | Xethrolund's emotional arc confirmed: he ran, he came, he arrived, he loves.	scene_index_inference
wowas::daisy_may_great_dane	Daisy May	24	Born To Die	B24	B24_S084	B24_R0640	companion_presence	core	party_core	none	unconditional anchor	late_world_thresholds	late_world_reconstitution	extreme	stable	Neith fully revealed: created Diamond to harvest Pip and Rylos. | Rylos/Pip final reckoning: accountability named, not redemption. | Neith delivers mortal wound to Rylos.	placement_by_book
wowas::dervish_cosmic_entity	Dervish	24	Born To Die	B24			active	core	major_recurring	none	cosmic corrective force	late_world_thresholds	late_world_reconstitution	extreme	stable	Neith fully revealed: created Diamond to harvest Pip and Rylos. | Rylos/Pip final reckoning: accountability named, not redemption. | Neith delivers mortal wound to Rylos.	placement_by_book
wowas::mack_willow_father	Mack	24	Born To Die	B24			active	core	major_recurring	none	guardian / biological father / planetary anchor	late_world_thresholds	late_world_reconstitution	extreme	stable	Neith fully revealed: created Diamond to harvest Pip and Rylos. | Rylos/Pip final reckoning: accountability named, not redemption. | Neith delivers mortal wound to Rylos.	placement_by_book
wowas::majiskii_great_dane	Majiskii	24	Born To Die	B24			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	late_world_thresholds	late_world_reconstitution	extreme	stable	Neith fully revealed: created Diamond to harvest Pip and Rylos. | Rylos/Pip final reckoning: accountability named, not redemption. | Neith delivers mortal wound to Rylos.	placement_by_book
wowas::neith_architect_mother	Neith	24	Born To Die	B24	B24_003	B24_R0648	active	core	opposition	none	foundational architect villain / Rylos' mother	late_world_thresholds	late_world_reconstitution	extreme	stable	Neith fully revealed: created Diamond to harvest Pip and Rylos. | Rylos/Pip final reckoning: accountability named, not redemption. | Neith delivers mortal wound to Rylos.	placement_by_book
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	24	Born To Die	B24	B24_002	B24_R0656	active	core	party_core	none	protagonist / sonomancer / world-maker	late_world_thresholds	late_world_reconstitution	extreme	stable	Neith fully revealed: created Diamond to harvest Pip and Rylos. | Rylos/Pip final reckoning: accountability named, not redemption. | Neith delivers mortal wound to Rylos.	placement_by_book
wowas::rolzen_warrior_anchor	Rolzen	24	Born To Die	B24			active	core	party_core	none	warrior / healing arc / flux field teacher	late_world_thresholds	late_world_reconstitution	extreme	stable	Neith fully revealed: created Diamond to harvest Pip and Rylos. | Rylos/Pip final reckoning: accountability named, not redemption. | Neith delivers mortal wound to Rylos.	placement_by_book
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	24	Born To Die	B24	B24_002	B24_R0647	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	late_world_thresholds	late_world_reconstitution	extreme	stable	Neith fully revealed: created Diamond to harvest Pip and Rylos. | Rylos/Pip final reckoning: accountability named, not redemption. | Neith delivers mortal wound to Rylos.	placement_by_book
wowas::ursula_cosmic_mother	Ursula	24	Born To Die	B24	B24_M001	B24_M057	active	core	major_recurring	none	biological mother / cosmic anchor	late_world_thresholds	late_world_reconstitution	extreme	stable	Neith fully revealed: created Diamond to harvest Pip and Rylos. | Rylos/Pip final reckoning: accountability named, not redemption. | Neith delivers mortal wound to Rylos.	placement_by_book
wowas::xethrolund_papi	Xethrolund	24	Born To Die	B24			active	core	party_core	none	librarian / guide / love interest	late_world_thresholds	late_world_reconstitution	extreme	stable	Neith fully revealed: created Diamond to harvest Pip and Rylos. | Rylos/Pip final reckoning: accountability named, not redemption. | Neith delivers mortal wound to Rylos.	placement_by_book
