character_id	name	tier	volume	book_anchor	role	house_pressure	region	source_anchor	candidate_draws	selection_score	story_background_law	visual_spec	visual_status
WC04747	Ashaelioncairnavel4747	deep-background	V3	B28	market singer	Thorn-Vayne	cello field	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-cello field	procedural_visual_spec_v1
WC04748	Aermaelorcoriaiven4748	support	V3	B29	glass forge worker	Marso-len	blue-light road	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-blue-light road	procedural_visual_spec_v1
WC04749	Aermaelormossion4749	background	V3	B30	ripper survivor	Rolzen-line	xeth glyph yard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-xeth glyph yard	procedural_visual_spec_v1
WC04750	Aerfiradria4750	story	V3	B31	map seller	Kyreal-pack	stone fen	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-stone fen	procedural_visual_spec_v1
WC04751	Ashaelionquartziven4751	recurring-background	V3	B32	cellar cook	Xethrolund-glyph	pocket sanctuary	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-pocket sanctuary	procedural_visual_spec_v1
WC04752	Aeranorianhaloravel4752	deep-background	V3	B33	triage helper	Pip-no-path	glass orchard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-glass orchard	procedural_visual_spec_v1
WC04753	Ashaelionquartzarel4753	support	V3	B01	faction runner	Mack-ground	neith edge	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-neith edge	procedural_visual_spec_v1
WC04754	Ashaeliongrovearel4754	background	V3	B02	wolf-road scout	Dervish-glass	willow-stone county	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-willow-stone county	procedural_visual_spec_v1
WC04755	Aeranoramarbellion4755	story	V3	B03	glyph apprentice	Vayne	last open gate	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-last open gate	procedural_visual_spec_v1
WC04756	Aerfiraianemberdion4756	recurring-background	V3	B04	corridor child	Null-Heart	diamond breakland	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-diamond breakland	procedural_visual_spec_v1
WC04757	Ashanaramarrowiel4757	deep-background	V3	B05	field healer	Iron-Song	black-heart ridge	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-black-heart ridge	procedural_visual_spec_v1
WC04758	Aeranorcorialarkion4758	support	V3	B06	cavern farmer	Wren-Ash	ash river	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-ash river	procedural_visual_spec_v1
WC04759	Ashanarafenaen4759	background	V3	B07	garden watcher	Thorn-Vayne	morrow market	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-morrow market	procedural_visual_spec_v1
WC04760	Aerdalenevaraashel4760	story	V3	B08	stone archivist	Marso-len	root vale	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-root vale	procedural_visual_spec_v1
WC04761	Aerfiraiancairnaria4761	recurring-background	V3	B09	orchard guard	Rolzen-line	ripper tunnel	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-ripper tunnel	procedural_visual_spec_v1
WC04762	Aeranorianbrookaria4762	deep-background	V3	B10	sonomancy listener	Kyreal-pack	cello field	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-cello field	procedural_visual_spec_v1
WC04763	Aerdalenianashel4763	support	V3	B11	tunnel witness	Xethrolund-glyph	blue-light road	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-blue-light road	procedural_visual_spec_v1
WC04764	Aerindraluthbellel4764	background	V3	B12	threshold mason	Pip-no-path	xeth glyph yard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-xeth glyph yard	procedural_visual_spec_v1
WC04765	Ashaavelanormireion4765	story	V3	B13	bookbinder	Mack-ground	stone fen	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-stone fen	procedural_visual_spec_v1
WC04766	Ashaavelemberarel4766	recurring-background	V3	B14	bridge keeper	Dervish-glass	pocket sanctuary	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-pocket sanctuary	procedural_visual_spec_v1
WC04767	Aerfiraamarbrinavel4767	deep-background	V3	B15	market singer	Vayne	glass orchard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-glass orchard	procedural_visual_spec_v1
WC04768	Aermaelorlarkaen4768	support	V3	B16	glass forge worker	Null-Heart	neith edge	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-neith edge	procedural_visual_spec_v1
WC04769	Aeranoramarmosselle4769	background	V3	B17	ripper survivor	Iron-Song	willow-stone county	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-willow-stone county	procedural_visual_spec_v1
WC04770	Aerdalenevaralarkel4770	story	V3	B18	map seller	Wren-Ash	last open gate	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-last open gate	procedural_visual_spec_v1
WC04771	Ashagalenfenarel4771	recurring-background	V3	B19	cellar cook	Thorn-Vayne	diamond breakland	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-diamond breakland	procedural_visual_spec_v1
WC04772	Aeranoramarbrindria4772	deep-background	V3	B20	triage helper	Marso-len	black-heart ridge	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-black-heart ridge	procedural_visual_spec_v1
WC04773	Aerdalenforgeavel4773	support	V3	B21	faction runner	Rolzen-line	ash river	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-ash river	procedural_visual_spec_v1
WC04774	Aerfiralarkiel4774	background	V3	B22	wolf-road scout	Kyreal-pack	morrow market	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-morrow market	procedural_visual_spec_v1
WC04775	Aeranorevaradion4775	story	V3	B23	glyph apprentice	Xethrolund-glyph	root vale	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-root vale	procedural_visual_spec_v1
WC04776	Aerfiraamarlarkion4776	recurring-background	V3	B24	corridor child	Pip-no-path	ripper tunnel	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-ripper tunnel	procedural_visual_spec_v1
WC04777	Aerindraamaravel4777	deep-background	V3	B25	field healer	Mack-ground	cello field	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-cello field	procedural_visual_spec_v1
WC04778	Aerindraaen4778	support	V3	B26	cavern farmer	Dervish-glass	blue-light road	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-blue-light road	procedural_visual_spec_v1
WC04779	Ashaavelavel4779	background	V3	B27	garden watcher	Vayne	xeth glyph yard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-xeth glyph yard	procedural_visual_spec_v1
WC04780	Aerfiraamaren4780	story	V3	B28	stone archivist	Null-Heart	stone fen	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-stone fen	procedural_visual_spec_v1
WC04781	Aermaelorhollowdria4781	recurring-background	V3	B29	orchard guard	Iron-Song	pocket sanctuary	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-pocket sanctuary	procedural_visual_spec_v1
WC04782	Aeranorcoriaen4782	deep-background	V3	B30	sonomancy listener	Wren-Ash	glass orchard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-glass orchard	procedural_visual_spec_v1
WC04783	Ashajoradalenion4783	support	V3	B31	tunnel witness	Thorn-Vayne	neith edge	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-neith edge	procedural_visual_spec_v1
WC04784	Ashaavelanoriandion4784	background	V3	B32	threshold mason	Marso-len	willow-stone county	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-willow-stone county	procedural_visual_spec_v1
WC04785	Ashajoraorcharddion4785	story	V3	B33	bookbinder	Rolzen-line	last open gate	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-last open gate	procedural_visual_spec_v1
WC04786	Aerdalenbellael4786	recurring-background	V3	B01	bridge keeper	Kyreal-pack	diamond breakland	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-diamond breakland	procedural_visual_spec_v1
WC04787	Ashajoramarrowavel4787	deep-background	V3	B02	market singer	Xethrolund-glyph	black-heart ridge	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-black-heart ridge	procedural_visual_spec_v1
WC04788	Aeranoramarael4788	support	V3	B03	glass forge worker	Pip-no-path	ash river	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-ash river	procedural_visual_spec_v1
WC04789	Aerfiraluthforgeion4789	background	V3	B04	ripper survivor	Mack-ground	morrow market	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-morrow market	procedural_visual_spec_v1
WC04790	Ashajorafiraianelle4790	story	V3	B05	map seller	Dervish-glass	root vale	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-root vale	procedural_visual_spec_v1
WC04791	Aerdalenianlarkiven4791	recurring-background	V3	B06	cellar cook	Vayne	ripper tunnel	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-ripper tunnel	procedural_visual_spec_v1
WC04792	Aerindraianquartzen4792	deep-background	V3	B07	triage helper	Null-Heart	cello field	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-cello field	procedural_visual_spec_v1
WC04793	Ashanaramaeloravel4793	support	V3	B08	faction runner	Iron-Song	blue-light road	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-blue-light road	procedural_visual_spec_v1
WC04794	Aerdalengroveiven4794	background	V3	B09	wolf-road scout	Wren-Ash	xeth glyph yard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-xeth glyph yard	procedural_visual_spec_v1
WC04795	Aeranorevarabellaen4795	story	V3	B10	glyph apprentice	Thorn-Vayne	stone fen	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-stone fen	procedural_visual_spec_v1
WC04796	Aerfirafendria4796	recurring-background	V3	B11	corridor child	Marso-len	pocket sanctuary	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-pocket sanctuary	procedural_visual_spec_v1
WC04797	Ashaavelglassael4797	deep-background	V3	B12	field healer	Rolzen-line	glass orchard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-glass orchard	procedural_visual_spec_v1
WC04798	Caelcoriaendaravel4798	support	V3	B13	cavern farmer	Kyreal-pack	neith edge	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-neith edge	procedural_visual_spec_v1
WC04799	Ashagalenbrookarel4799	background	V3	B14	garden watcher	Xethrolund-glyph	willow-stone county	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-willow-stone county	procedural_visual_spec_v1
WC04800	Aerfiraluthbelldria4800	story	V3	B15	stone archivist	Pip-no-path	last open gate	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-last open gate	procedural_visual_spec_v1
WC04801	Aerfiramiredria4801	recurring-background	V3	B16	orchard guard	Mack-ground	diamond breakland	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-diamond breakland	procedural_visual_spec_v1
WC04802	Aeranorfenaen4802	deep-background	V3	B17	sonomancy listener	Dervish-glass	black-heart ridge	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-black-heart ridge	procedural_visual_spec_v1
WC04803	Aeranorevaraiel4803	support	V3	B18	tunnel witness	Vayne	ash river	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-ash river	procedural_visual_spec_v1
WC04804	Aermaelororchardael4804	background	V3	B19	threshold mason	Null-Heart	morrow market	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-morrow market	procedural_visual_spec_v1
WC04805	Brenkelangalenaria4805	story	V3	B20	bookbinder	Iron-Song	root vale	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-root vale	procedural_visual_spec_v1
WC04806	Brenbrinavelanoraen4806	recurring-background	V3	B21	bridge keeper	Wren-Ash	ripper tunnel	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-ripper tunnel	procedural_visual_spec_v1
WC04807	Aerindraianbelliven4807	deep-background	V3	B22	market singer	Thorn-Vayne	cello field	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-cello field	procedural_visual_spec_v1
WC04808	Ashaelionquartzion4808	support	V3	B23	glass forge worker	Marso-len	blue-light road	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-blue-light road	procedural_visual_spec_v1
WC04809	Aeranorluthfenaen4809	background	V3	B24	ripper survivor	Rolzen-line	xeth glyph yard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-xeth glyph yard	procedural_visual_spec_v1
WC04810	Ashaelionmossdria4810	story	V3	B25	map seller	Kyreal-pack	stone fen	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-stone fen	procedural_visual_spec_v1
WC04811	Aerindramirearia4811	recurring-background	V3	B26	cellar cook	Xethrolund-glyph	pocket sanctuary	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-pocket sanctuary	procedural_visual_spec_v1
WC04812	Aerindraamarion4812	deep-background	V3	B27	triage helper	Pip-no-path	glass orchard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-glass orchard	procedural_visual_spec_v1
WC04813	Ashanaraquartzarel4813	support	V3	B28	faction runner	Mack-ground	neith edge	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-neith edge	procedural_visual_spec_v1
WC04814	Aerfiradria4814	background	V3	B29	wolf-road scout	Dervish-glass	willow-stone county	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-willow-stone county	procedural_visual_spec_v1
WC04815	Aeranoramaraelaria4815	story	V3	B30	glyph apprentice	Vayne	last open gate	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-last open gate	procedural_visual_spec_v1
WC04816	Ashaelioncinderael4816	recurring-background	V3	B31	corridor child	Null-Heart	diamond breakland	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-diamond breakland	procedural_visual_spec_v1
WC04817	Aerdalenianmossaria4817	deep-background	V3	B32	field healer	Iron-Song	black-heart ridge	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-black-heart ridge	procedural_visual_spec_v1
WC04818	Aerfirabrookavel4818	support	V3	B33	cavern farmer	Wren-Ash	ash river	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-ash river	procedural_visual_spec_v1
WC04819	Caelevaraglassdria4819	background	V3	B01	garden watcher	Thorn-Vayne	morrow market	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-morrow market	procedural_visual_spec_v1
WC04820	Aerfiraianforgeael4820	story	V3	B02	stone archivist	Marso-len	root vale	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-root vale	procedural_visual_spec_v1
WC04821	Aeranordion4821	recurring-background	V3	B03	orchard guard	Rolzen-line	ripper tunnel	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-ripper tunnel	procedural_visual_spec_v1
WC04822	Aeranorianmarrowion4822	deep-background	V3	B04	sonomancy listener	Kyreal-pack	cello field	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-cello field	procedural_visual_spec_v1
WC04823	Ashanaraiven4823	support	V3	B05	tunnel witness	Xethrolund-glyph	blue-light road	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-blue-light road	procedural_visual_spec_v1
WC04824	Brenbrinnaraen4824	background	V3	B06	threshold mason	Pip-no-path	xeth glyph yard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-xeth glyph yard	procedural_visual_spec_v1
WC04825	Ashanarafiraianion4825	story	V3	B07	bookbinder	Mack-ground	stone fen	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-stone fen	procedural_visual_spec_v1
WC04826	Aerindraarel4826	recurring-background	V3	B08	bridge keeper	Dervish-glass	pocket sanctuary	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-pocket sanctuary	procedural_visual_spec_v1
WC04827	Ashaavelelle4827	deep-background	V3	B09	market singer	Vayne	glass orchard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-glass orchard	procedural_visual_spec_v1
WC04828	Aerfiralarkavel4828	support	V3	B10	glass forge worker	Null-Heart	neith edge	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-neith edge	procedural_visual_spec_v1
WC04829	Aeranorcoriaen4829	background	V3	B11	ripper survivor	Iron-Song	willow-stone county	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-willow-stone county	procedural_visual_spec_v1
WC04830	Ashanarahollowelle4830	story	V3	B12	map seller	Wren-Ash	last open gate	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-last open gate	procedural_visual_spec_v1
WC04831	Aeranorcoriael4831	recurring-background	V3	B13	cellar cook	Thorn-Vayne	diamond breakland	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-diamond breakland	procedural_visual_spec_v1
WC04832	Brenhaloriven4832	deep-background	V3	B14	triage helper	Marso-len	black-heart ridge	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-black-heart ridge	procedural_visual_spec_v1
WC04833	Aerindraashavel4833	support	V3	B15	faction runner	Rolzen-line	ash river	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-ash river	procedural_visual_spec_v1
WC04834	Ashaavelashavel4834	background	V3	B16	wolf-road scout	Kyreal-pack	morrow market	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-morrow market	procedural_visual_spec_v1
WC04835	Brenaelnaraemberaen4835	story	V3	B17	glyph apprentice	Xethrolund-glyph	root vale	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-root vale	procedural_visual_spec_v1
WC04836	Aeranorluthlarkion4836	recurring-background	V3	B18	corridor child	Pip-no-path	ripper tunnel	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-ripper tunnel	procedural_visual_spec_v1
WC04837	Aerindracoriamossel4837	deep-background	V3	B19	field healer	Mack-ground	cello field	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-cello field	procedural_visual_spec_v1
WC04838	Aerindraavel4838	support	V3	B20	cavern farmer	Dervish-glass	blue-light road	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-blue-light road	procedural_visual_spec_v1
WC04839	Aermaelorianbelliel4839	background	V3	B21	garden watcher	Vayne	xeth glyph yard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-xeth glyph yard	procedural_visual_spec_v1
WC04840	Aermaelorcoriaen4840	story	V3	B22	stone archivist	Null-Heart	stone fen	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-stone fen	procedural_visual_spec_v1
WC04841	Aermaelormireen4841	recurring-background	V3	B23	orchard guard	Iron-Song	pocket sanctuary	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-pocket sanctuary	procedural_visual_spec_v1
WC04842	Aerfirabrookarel4842	deep-background	V3	B24	sonomancy listener	Wren-Ash	glass orchard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-glass orchard	procedural_visual_spec_v1
WC04843	Aerfiracoriabelliel4843	support	V3	B25	tunnel witness	Thorn-Vayne	neith edge	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-neith edge	procedural_visual_spec_v1
WC04844	Aerindraaen4844	background	V3	B26	threshold mason	Marso-len	willow-stone county	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-willow-stone county	procedural_visual_spec_v1
WC04845	Aeranorianfenaria4845	story	V3	B27	bookbinder	Rolzen-line	last open gate	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-last open gate	procedural_visual_spec_v1
WC04846	Aerindraen4846	recurring-background	V3	B28	bridge keeper	Kyreal-pack	diamond breakland	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-diamond breakland	procedural_visual_spec_v1
WC04847	Aermaelorevaraaelen4847	deep-background	V3	B29	market singer	Xethrolund-glyph	black-heart ridge	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-black-heart ridge	procedural_visual_spec_v1
WC04848	Ashanaramireen4848	support	V3	B30	glass forge worker	Pip-no-path	ash river	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-ash river	procedural_visual_spec_v1
WC04849	Aerdalenianasharia4849	background	V3	B31	ripper survivor	Mack-ground	morrow market	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-morrow market	procedural_visual_spec_v1
WC04850	Aerfiraluthiel4850	story	V3	B32	map seller	Dervish-glass	root vale	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-root vale	procedural_visual_spec_v1
WC04851	Brenbrinavelion4851	recurring-background	V3	B33	cellar cook	Vayne	ripper tunnel	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-ripper tunnel	procedural_visual_spec_v1
WC04852	Ashaavelfiraaen4852	deep-background	V3	B01	triage helper	Null-Heart	cello field	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-cello field	procedural_visual_spec_v1
WC04853	Aeranorianivydria4853	support	V3	B02	faction runner	Iron-Song	blue-light road	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-blue-light road	procedural_visual_spec_v1
WC04854	Aermaelorgroveiven4854	background	V3	B03	wolf-road scout	Wren-Ash	xeth glyph yard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-xeth glyph yard	procedural_visual_spec_v1
WC04855	Aerfiraamarion4855	story	V3	B04	glyph apprentice	Thorn-Vayne	stone fen	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-stone fen	procedural_visual_spec_v1
WC04856	Aerdalenael4856	recurring-background	V3	B05	corridor child	Marso-len	pocket sanctuary	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-pocket sanctuary	procedural_visual_spec_v1
WC04857	Aeranorcoriafendion4857	deep-background	V3	B06	field healer	Rolzen-line	glass orchard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-glass orchard	procedural_visual_spec_v1
WC04858	Aeranoramarel4858	support	V3	B07	cavern farmer	Kyreal-pack	neith edge	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-neith edge	procedural_visual_spec_v1
WC04859	Aerdalenluthivyavel4859	background	V3	B08	garden watcher	Xethrolund-glyph	willow-stone county	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-willow-stone county	procedural_visual_spec_v1
WC04860	Brenbrinelionion4860	story	V3	B09	stone archivist	Pip-no-path	last open gate	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-last open gate	procedural_visual_spec_v1
WC04861	Ashagalenbrookael4861	recurring-background	V3	B10	orchard guard	Mack-ground	diamond breakland	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-diamond breakland	procedural_visual_spec_v1
WC04862	Aerfiraluthmossion4862	deep-background	V3	B11	sonomancy listener	Dervish-glass	black-heart ridge	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-black-heart ridge	procedural_visual_spec_v1
WC04863	Aermaeloriancrownen4863	support	V3	B12	tunnel witness	Vayne	ash river	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-ash river	procedural_visual_spec_v1
