creature_id	species_name	base_form	primary_trait	secondary_trait	biome	danger_band	ecology_role	candidate_draws	selection_score	generation_law	visual_status
WR03635	Aerdaleniankelanen3635	thorn whale	chaotic	elegant	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03636	Aerfiraamarbrookiel3636	ash otter	weird	cello-woken	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03637	Aeranorcinderael3637	ribbon serpent	unbrictionable	unibreccianated	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03638	Ashajoralarkdion3638	mirror lynx	elegant	horrific	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03639	Aerfiraglassael3639	fern mantis	cello-woken	diamond-scarred	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03640	Brenaelbrookion3640	marrow crane	unibreccianated	verdant	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03641	Aerfiraaen3641	quartz ram	horrific	beautiful	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03642	Aerfiracoriaashiven3642	song beetle	diamond-scarred	glyph-touched	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03643	Aeranoravel3643	moth-deer	verdant	sanitized	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03644	Caelamardria3644	root hound	beautiful	gross	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03645	Aerfiraamargroveiel3645	glass heron	glyph-touched	resonant	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03646	Aerfiraevaraaelael3646	basalt hare	sanitized	chaotic	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03647	Ashaelionmarrowaen3647	orchard eel	gross	weird	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03648	Brenbrinriveravel3648	lantern fox	resonant	unbrictionable	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03649	Aerdalenaen3649	cinder elk	chaotic	elegant	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03650	Aeranorianaelbellel3650	moss bear	weird	cello-woken	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03651	Brenbrinjoramossion3651	willow crab	unbrictionable	unibreccianated	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03652	Ashagalenanorarel3652	stonefin bird	elegant	horrific	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03653	Brenaelion3653	thorn whale	cello-woken	diamond-scarred	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03654	Aerdalenorchardel3654	ash otter	unibreccianated	verdant	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03655	Darodalenavel3655	ribbon serpent	horrific	beautiful	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03656	Aerdalenamarelle3656	mirror lynx	diamond-scarred	glyph-touched	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03657	Brenbrinriverael3657	fern mantis	verdant	sanitized	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03658	Ashaavelanoraen3658	marrow crane	beautiful	gross	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03659	Aeranorion3659	quartz ram	glyph-touched	resonant	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03660	Aermaelorhollowiven3660	song beetle	sanitized	chaotic	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03661	Ashaelionindraelle3661	moth-deer	gross	weird	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03662	Brenbrinivyel3662	root hound	resonant	unbrictionable	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03663	Brenaelavelashael3663	glass heron	chaotic	elegant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03664	Aerindraquartzelle3664	basalt hare	weird	cello-woken	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03665	Ashajoraorchardavel3665	orchard eel	unbrictionable	unibreccianated	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03666	Ashaavelforgearia3666	lantern fox	elegant	horrific	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03667	Aerfiraluthemberaen3667	cinder elk	cello-woken	diamond-scarred	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03668	Aerfiraamarhalorael3668	moss bear	unibreccianated	verdant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03669	Aerfiracorialarkaen3669	willow crab	horrific	beautiful	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03670	Brenaelelionfenaen3670	stonefin bird	diamond-scarred	glyph-touched	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03671	Aerfiraianbelliven3671	thorn whale	verdant	sanitized	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03672	Brenaelcrownion3672	ash otter	beautiful	gross	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03673	Aerdalenmarrowdion3673	ribbon serpent	glyph-touched	resonant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03674	Ashaelionquartzael3674	mirror lynx	sanitized	chaotic	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03675	Ashaavelashion3675	fern mantis	gross	weird	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03676	Ashaelionashiel3676	marrow crane	resonant	unbrictionable	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03677	Aerdalenluthglassen3677	quartz ram	chaotic	elegant	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03678	Ashaavelmarrowion3678	song beetle	weird	cello-woken	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03679	Brenaelgalenael3679	moth-deer	unbrictionable	unibreccianated	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03680	Aeranorluthlarkarel3680	root hound	elegant	horrific	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03681	Aerdalenmossarel3681	glass heron	cello-woken	diamond-scarred	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03682	Aerfiraluthlarkaen3682	basalt hare	unibreccianated	verdant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03683	Aerfiracairnaen3683	orchard eel	horrific	beautiful	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03684	Aerfiramarrowaria3684	lantern fox	diamond-scarred	glyph-touched	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03685	Aeranorcoriaelle3685	cinder elk	verdant	sanitized	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03686	Aerindraiandion3686	moss bear	beautiful	gross	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03687	Aerindraianashdria3687	willow crab	glyph-touched	resonant	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03688	Aerfiraianlarkiven3688	stonefin bird	sanitized	chaotic	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03689	Aerfiraquartzen3689	thorn whale	gross	weird	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03690	Ashaavelfenion3690	ash otter	resonant	unbrictionable	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03691	Aeranorluthcrownel3691	ribbon serpent	chaotic	elegant	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03692	Aerfiraamarmossarel3692	mirror lynx	weird	cello-woken	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03693	Aeranorianglassdion3693	fern mantis	unbrictionable	unibreccianated	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03694	Aerdalenamariel3694	marrow crane	elegant	horrific	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03695	Aerdalenevaradion3695	quartz ram	cello-woken	diamond-scarred	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03696	Aerdalenhollowiven3696	song beetle	unibreccianated	verdant	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03697	Aeranoramaraelavel3697	moth-deer	horrific	beautiful	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03698	Aerindraamarmossael3698	root hound	diamond-scarred	glyph-touched	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03699	Aeranorforgeael3699	glass heron	verdant	sanitized	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03700	Aerdalenianfeniven3700	basalt hare	beautiful	gross	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03701	Aerdalenianbellen3701	orchard eel	glyph-touched	resonant	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03702	Aermaelorquartzdion3702	lantern fox	sanitized	chaotic	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03703	Aeranorianaeliven3703	cinder elk	gross	weird	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03704	Aerfiracinderiven3704	moss bear	resonant	unbrictionable	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03705	Aerdalenamarivyelle3705	willow crab	chaotic	elegant	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03706	Aermaelorluthavel3706	stonefin bird	weird	cello-woken	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03707	Aermaeloraen3707	thorn whale	unbrictionable	unibreccianated	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03708	Ashaelionriverael3708	ash otter	elegant	horrific	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03709	Caelamarmarrowdria3709	ribbon serpent	cello-woken	diamond-scarred	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03710	Aermaeloramardion3710	mirror lynx	unibreccianated	verdant	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03711	Aerfiraorchardarel3711	fern mantis	horrific	beautiful	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03712	Aerdalencinderael3712	marrow crane	diamond-scarred	glyph-touched	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03713	Aerfiracoriaaelael3713	quartz ram	verdant	sanitized	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03714	Ashanaradalenarel3714	song beetle	beautiful	gross	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03715	Aerindraashelle3715	moth-deer	glyph-touched	resonant	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03716	Aerfirahollowdion3716	root hound	sanitized	chaotic	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03717	Aerfiraluthhollowen3717	glass heron	gross	weird	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03718	Aermaelorluthdion3718	basalt hare	resonant	unbrictionable	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03719	Aerindramarrowen3719	orchard eel	chaotic	elegant	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03720	Ashaavelmireion3720	lantern fox	weird	cello-woken	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03721	Aeranoramarmireael3721	cinder elk	unbrictionable	unibreccianated	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03722	Aermaelorcinderelle3722	moss bear	elegant	horrific	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03723	Ashajoraanorluthen3723	willow crab	cello-woken	diamond-scarred	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03724	Caelcoriacrowniven3724	stonefin bird	unibreccianated	verdant	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03725	Caelcoriabriniven3725	thorn whale	horrific	beautiful	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03726	Aerindracrownen3726	ash otter	diamond-scarred	glyph-touched	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03727	Aerdalenglassael3727	ribbon serpent	verdant	sanitized	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03728	Aermaelorianemberel3728	mirror lynx	beautiful	gross	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03729	Aerindraevarael3729	fern mantis	glyph-touched	resonant	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03730	Aeranorcoriafeniven3730	marrow crane	sanitized	chaotic	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03731	Aerdalenluthdion3731	quartz ram	gross	weird	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03732	Aerdalenamarfenen3732	song beetle	resonant	unbrictionable	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03733	Aeranoravel3733	moth-deer	chaotic	elegant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03734	Aerfiraianforgeelle3734	root hound	weird	cello-woken	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03735	Ashaavelemberaria3735	glass heron	unbrictionable	unibreccianated	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03736	Aeranoriankelanaria3736	basalt hare	elegant	horrific	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03737	Aerfiracoriaasharel3737	orchard eel	cello-woken	diamond-scarred	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03738	Ashaelioncairnaria3738	lantern fox	unibreccianated	verdant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03739	Brenbrinhollowael3739	cinder elk	horrific	beautiful	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03740	Aerfiramireelle3740	moss bear	diamond-scarred	glyph-touched	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03741	Aeranoramarlarkelle3741	willow crab	verdant	sanitized	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03742	Ashanaraindraianael3742	stonefin bird	beautiful	gross	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03743	Aerindracoriaashael3743	thorn whale	glyph-touched	resonant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03744	Ashajorafiradria3744	ash otter	sanitized	chaotic	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03745	Brenaelgalenel3745	ribbon serpent	gross	weird	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03746	Brenaelmarrowel3746	mirror lynx	resonant	unbrictionable	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03747	Ashaelionbellaen3747	fern mantis	chaotic	elegant	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03748	Aerindraevaradion3748	marrow crane	weird	cello-woken	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03749	Ashanaraanorluthen3749	quartz ram	unbrictionable	unibreccianated	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03750	Aermaelorianfeniel3750	song beetle	elegant	horrific	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03751	Brenbrinaveliven3751	moth-deer	cello-woken	diamond-scarred	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03752	Aerfiraavel3752	root hound	unibreccianated	verdant	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03753	Aeranorevaraarel3753	glass heron	horrific	beautiful	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03754	Aerdalenianbellarel3754	basalt hare	diamond-scarred	glyph-touched	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03755	Aeranorevaraivydria3755	orchard eel	verdant	sanitized	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03756	Aeranorivyiven3756	lantern fox	beautiful	gross	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03757	Aerdalenmarrowel3757	cinder elk	glyph-touched	resonant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03758	Aeranoramarmossion3758	moss bear	sanitized	chaotic	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03759	Ashanarafiraarel3759	willow crab	gross	weird	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03760	Aeranorglassdion3760	stonefin bird	resonant	unbrictionable	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03761	Aerfiracairndion3761	thorn whale	chaotic	elegant	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03762	Aerindralarkdion3762	ash otter	weird	cello-woken	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03763	Aerindraashiel3763	ribbon serpent	unbrictionable	unibreccianated	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03764	Aerindraforgeen3764	mirror lynx	elegant	horrific	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03765	Ashaavelanorcoriaen3765	fern mantis	cello-woken	diamond-scarred	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03766	Aeranoramarendarel3766	marrow crane	unibreccianated	verdant	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03767	Aeranoravel3767	quartz ram	horrific	beautiful	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03768	Aerfiracairnen3768	song beetle	diamond-scarred	glyph-touched	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03769	Aeranoravel3769	moth-deer	verdant	sanitized	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03770	Brenkelancairnael3770	root hound	beautiful	gross	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03771	Aermaelororcharden3771	glass heron	glyph-touched	resonant	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03772	Caelamaraelavel3772	basalt hare	sanitized	chaotic	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03773	Ashajoraemberelle3773	orchard eel	gross	weird	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03774	Ashagalenmossarel3774	lantern fox	resonant	unbrictionable	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03775	Brenaeljoraion3775	cinder elk	chaotic	elegant	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03776	Caeliancinderdria3776	moss bear	weird	cello-woken	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03777	Aeranoravel3777	willow crab	unbrictionable	unibreccianated	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03778	Brenaelaveldalenaen3778	stonefin bird	elegant	horrific	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03779	Aerdalenamararel3779	thorn whale	cello-woken	diamond-scarred	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03780	Brenbrindion3780	ash otter	unibreccianated	verdant	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03781	Aermaelorbellavel3781	ribbon serpent	horrific	beautiful	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03782	Aermaelorevaraashen3782	mirror lynx	diamond-scarred	glyph-touched	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03783	Aerindracrowndria3783	fern mantis	verdant	sanitized	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03784	Aerdalenamariel3784	marrow crane	beautiful	gross	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03785	Ashaavelion3785	quartz ram	glyph-touched	resonant	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03786	Ashagalenquartzion3786	song beetle	sanitized	chaotic	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03787	Aerindraianhaloraen3787	moth-deer	gross	weird	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03788	Aerindraemberavel3788	root hound	resonant	unbrictionable	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03789	Ashagalenmossdria3789	glass heron	chaotic	elegant	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03790	Ashaavelindraianiel3790	basalt hare	weird	cello-woken	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03791	Aerindracinderiel3791	orchard eel	unbrictionable	unibreccianated	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03792	Aeranorevaraiel3792	lantern fox	elegant	horrific	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03793	Ashaavelfiraaen3793	cinder elk	cello-woken	diamond-scarred	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03794	Ashagalenmarrowael3794	moss bear	unibreccianated	verdant	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03795	Ashaavelfiraiandria3795	willow crab	horrific	beautiful	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03796	Aerindraianhalorion3796	stonefin bird	diamond-scarred	glyph-touched	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03797	Brenaelforgeael3797	thorn whale	verdant	sanitized	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03798	Aerindraluthaeliel3798	ash otter	beautiful	gross	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03799	Ashanaramireavel3799	ribbon serpent	glyph-touched	resonant	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03800	Aerfiraamarivyarel3800	mirror lynx	sanitized	chaotic	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03801	Aerfiraianhalorelle3801	fern mantis	gross	weird	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03802	Ashaavelforgeiven3802	marrow crane	resonant	unbrictionable	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03803	Aeranorevarabellael3803	quartz ram	chaotic	elegant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
